成交時間,商品名稱,口數,新倉價,平倉價,平倉損益淨額
2022/02/18 13:34:12,小型期03,1,"18,220","18,225",-328
2022/02/18 13:34:12,小型期03,1,"18,220","18,225",-328
2022/02/18 13:34:12,小型期03,1,"18,220","18,225",-328
2022/02/18 13:34:10,小型期03,1,"18,220","18,225",-328
2022/02/18 12:58:42,小型期03,2,"18,225","18,230",-656
2022/02/18 12:24:08,小型期03,4,"18,210.50","18,230","-4,212"
2022/02/18 11:27:40,小型期03,4,"18,195","18,215","-4,312"
2022/02/18 9:53:15,小型期03,4,"18,165","18,200","-7,312"
2022/02/18 9:32:11,小型期03,2,"18,116","18,135","-2,056"
2022/02/18 9:20:21,小型期03,4,"18,075","18,112","-7,712"
2022/02/18 0:17:42,小型期03,4,"18,205","18,205",-312
2022/02/17 22:31:25,小型期03,4,"18,234","18,225","-2,112"
2022/02/17 22:01:26,小型期03,4,"18,225","18,236","-2,512"
2022/02/17 20:01:44,小型期03,2,"18,315","18,265","4,844"
2022/02/17 19:59:00,小型期03,2,"18,310","18,252","5,644"
2022/02/17 11:12:52,小型期03,4,"18,310","18,310",-312
2022/02/17 10:02:24,小型期03,4,"18,271.25","18,309","-7,862"
2022/02/17 9:54:30,小型期03,2,"18,280","18,282",-356
2022/02/17 9:45:07,小型期03,2,"18,285","18,282",144
2022/02/17 9:27:21,小型期03,2,"18,285","18,285",-156
2022/02/17 9:23:49,小型期03,4,"18,284","18,285",-112
2022/02/17 9:18:12,小型期03,4,"18,264.25","18,285","-4,462"
2022/02/17 9:02:00,小型期03,2,"18,265","18,264",-56
2022/02/17 3:00:33,小型期03,2,"18,202","18,212","-1,156"
2022/02/16 22:25:31,小型期03,1,"18,135","18,202","3,272"
2022/02/16 22:01:03,小型期03,1,"18,135","18,200","3,172"
2022/02/15 17:20:56,小型期02,1,"18,333","18,100","11,572"
2022/02/15 17:19:13,小型期02,1,"18,333","18,096","11,772"
2022/02/15 16:28:01,小型期03,1,"18,030","18,035",-328
2022/02/15 15:21:30,小型期03,1,"18,030","17,960","3,422"
2022/02/15 10:29:02,小型期03,2,"18,027.50","18,048","-2,206"
2022/02/15 10:06:05,小型期03,2,"17,985","18,012","-2,856"
2022/02/15 9:45:17,小型期03,2,"17,985","17,990",-656
2022/02/15 9:13:59,小型期03,2,"17,955.50","17,972","-1,806"
2022/02/15 9:06:24,小型期03,2,"17,945","17,960","-1,656"
2022/02/15 8:58:48,小型期03,2,"17,940","17,944",-556
2022/02/14 22:48:03,小型期03,2,"17,910","17,930","-2,156"
2022/02/14 22:41:31,小型期03,2,"17,937.50","17,938",-206
2022/02/14 21:23:20,小型期03,1,"17,941","17,953",-678
2022/02/14 20:55:21,小型期03,1,"17,933","17,943",-578
2022/02/14 20:42:43,小型期03,1,"17,897","17,925","-1,478"
2022/02/14 13:01:50,小型期02,1,"18,333","18,030","15,072"
2022/02/14 9:20:10,小型期02,1,"18,333","18,049","14,122"
2022/02/11 20:15:33,小型期02,4,"18,371","18,361","1,688"
2022/02/10 23:39:47,小型期02,4,"18,360","18,380","-4,312"
2022/02/10 23:31:43,小型期02,4,"18,345","18,365","-4,312"
2022/02/10 23:02:48,小型期02,2,"18,301","18,339","-3,956"
2022/02/10 23:02:48,小型期02,2,"18,330","18,340","-1,156"
2022/02/10 22:36:10,小型期02,2,"18,265","18,300","-3,656"
2022/02/10 22:02:16,小型期02,1,"18,070","18,265","9,672"
2022/02/10 21:37:59,小型期02,1,"18,070","18,320","12,422"
2022/02/09 22:51:51,小型期02,1,"18,070","18,190","5,922"
2022/02/09 22:03:42,小型期02,1,"18,070","18,211","6,972"
2022/02/09 10:38:54,小型期02,4,"18,055","18,070","-3,312"
2022/02/09 10:30:11,小型期02,4,"18,080","18,051","-6,112"
2022/02/09 8:45:01,小型期02,4,"17,960","18,070","-22,312"
2022/02/08 13:29:56,小型期02,4,"18,017.75","17,980","-7,862"
2022/02/08 10:01:45,小型期02,3,"18,030","18,028",66
2022/02/08 9:40:22,小型期02,3,"18,000","18,037","-5,784"
2022/02/08 9:13:54,小型期02,2,"18,000","18,027","-2,856"
2022/01/25 17:39:07,小型期02,3,"17,612","17,610",-534
2022/01/25 15:50:20,小型期02,1,"17,675","17,570","-5,328"
2022/01/25 15:50:17,小型期02,1,"17,675","17,568","-5,428"
2022/01/25 15:49:36,小型期02,1,"17,675","17,572","-5,228"
2022/01/25 12:08:32,小型期02,1,"17,633","17,630",72
2022/01/25 11:33:16,小型期02,2,"17,634","17,584","4,844"
2022/01/25 11:01:19,小型期02,3,"17,643","17,630","-2,184"
2022/01/25 10:59:17,小型期02,3,"17,640","17,646","-1,134"
2022/01/25 10:47:18,小型期02,3,"17,660","17,641","-3,084"
2022/01/25 10:46:14,小型期02,3,"17,640","17,660","-3,234"
2022/01/25 10:44:22,小型期02,3,"17,645","17,644",-384
2022/01/25 10:30:05,小型期02,3,"17,660","17,658",66
2022/01/25 10:13:56,小型期02,3,"17,680","17,655","-3,984"
2022/01/25 10:12:18,小型期02,3,"17,680","17,682",-534
2022/01/25 10:02:55,小型期02,3,"17,706","17,685","-3,384"
2022/01/25 9:58:12,小型期02,3,"17,693","17,693",-234
2022/01/25 9:54:22,小型期02,3,"17,705","17,706",-384
2022/01/25 9:52:16,小型期02,1,"17,719","17,705",-778
2022/01/25 9:52:16,小型期02,1,"17,719","17,705",-778
2022/01/25 9:52:16,小型期02,1,"17,719","17,705",-778
2022/01/25 9:48:33,小型期02,3,"17,701","17,705",-834
2022/01/25 9:33:57,小型期02,3,"17,720","17,740","-3,234"
2022/01/25 9:31:52,小型期02,3,"17,725","17,726",-84
2022/01/25 9:26:44,小型期02,3,"17,700","17,720","-3,234"
2022/01/25 9:22:57,小型期02,3,"17,701","17,719","-2,934"
2022/01/25 9:18:17,小型期02,4,"17,690.50","17,720","-6,212"
2022/01/25 9:13:06,小型期02,2,"17,701","17,699",44
2022/01/25 9:10:42,小型期02,4,"17,700","17,710","-2,312"
2022/01/25 9:07:35,小型期02,2,"17,700","17,723","-2,456"
2022/01/25 9:06:04,小型期02,2,"17,735","17,715","1,844"
2022/01/25 9:00:15,小型期02,2,"17,750","17,741",744
2022/01/21 23:31:29,小型期02,3,"17,870","17,866",366
2022/01/21 23:21:04,小型期02,1,"17,870","17,821","2,372"
2022/01/21 23:05:04,小型期02,2,"17,880","17,869",944
2022/01/21 23:05:04,小型期02,2,"17,855","17,870","-1,656"
2022/01/21 23:00:13,小型期02,2,"17,880","17,880",-156
2022/01/21 22:47:03,小型期02,4,"17,900","17,900",-312
2022/01/21 22:39:37,小型期02,4,"17,910","17,900","-2,312"
2022/01/21 22:33:37,小型期02,4,"17,895","17,905","-2,312"
2022/01/21 22:29:00,小型期02,4,"17,898","17,888","-2,312"
2022/01/21 22:25:01,小型期02,2,"17,878","17,888","-1,156"
2022/01/21 22:14:54,小型期02,2,"17,878","17,878",-156
2022/01/21 18:16:39,小型期02,4,"17,932","17,941","-2,112"
2022/01/21 17:52:19,小型期02,4,"17,930","17,940","-2,312"
2022/01/21 17:29:42,小型期02,4,"17,921","17,930","-2,112"
2022/01/21 17:05:36,小型期02,4,"17,928","17,933","-1,312"
2022/01/21 16:55:04,小型期02,2,"17,925","17,930",-656
2022/01/21 16:53:49,小型期02,2,"17,925","17,926",-256
2022/01/21 16:33:38,小型期02,2,"17,916","17,929","-1,456"
2022/01/21 16:26:12,小型期02,2,"17,916","17,919",-456
2022/01/21 12:09:44,小型期02,2,"17,890","17,910","1,844"
2022/01/21 11:56:48,小型期02,2,"17,890","17,889",-256
2022/01/21 11:33:39,小型期02,4,"17,900","17,896","-1,112"
2022/01/21 11:25:02,小型期02,3,"17,929","17,909","-3,234"
2022/01/21 11:25:02,小型期02,1,"17,929","17,910","-1,028"
2022/01/21 11:05:04,小型期02,2,"17,930","17,920","-1,156"
2022/01/21 11:04:39,小型期02,2,"17,930","17,928",-356
2022/01/21 10:11:49,小型期02,1,"17,930","17,994","3,122"
2022/01/21 10:07:31,小型期02,1,"17,930","18,001","3,472"
2022/01/21 10:04:16,小型期02,1,"17,930","17,990","2,922"
2022/01/21 10:03:01,小型期02,1,"17,930","17,980","2,422"
2022/01/21 9:43:28,小型期02,4,"17,960","17,941","-4,112"
2022/01/21 9:35:55,小型期02,3,"17,960","17,947","-2,184"
2022/01/21 9:35:55,小型期02,1,"17,960","17,948",-678
2022/01/21 9:32:08,小型期02,4,"17,960","17,960",-312
2022/01/21 9:20:42,小型期02,4,"17,940","17,956","-3,512"
2022/01/21 9:14:18,小型期02,4,"17,970","17,970",-312
2022/01/21 9:06:30,小型期02,1,"18,030","18,031",-128
2022/01/21 9:03:01,小型期02,1,"18,040","17,963","3,772"
2022/01/19 12:02:02,小型期01,1,"18,244","18,249",172
2022/01/19 8:46:51,小型期01,1,"18,511","18,280","11,471"
2022/01/18 13:23:38,小型期01,1,"18,556","18,410","7,221"
2022/01/18 11:58:55,小型期01,1,"18,556","18,500","2,720"
2022/01/17 13:10:00,小型期01,2,"18,495","18,510","-1,658"
2022/01/17 13:01:31,小型期01,2,"18,490","18,510","-2,158"
2022/01/14 22:04:40,小型期01,1,"18,320","18,340","-1,078"
2022/01/14 13:30:56,小型期01,1,"18,390","18,380",-578
2022/01/14 9:47:18,小型期01,1,"18,401","18,280","5,972"
2022/01/14 9:26:29,小型期01,1,"18,500","18,365","6,671"
2022/01/14 9:01:13,小型期01,1,"18,505","18,450","2,671"
2022/01/13 23:20:13,小型期01,1,"18,399","18,600","9,971"
2022/01/13 17:53:11,小型期01,1,"18,399","18,553","7,621"
2022/01/13 13:09:02,小型期01,2,"18,389","18,424","3,344"
2022/01/13 11:01:22,小型期01,2,"18,390","18,370","-2,156"
2022/01/13 10:27:43,小型期01,2,"18,394","18,380","-1,556"
2022/01/13 9:53:30,小型期01,2,"18,424.50","18,420",-606
2022/01/13 9:52:40,小型期01,1,"18,405","18,433","1,322"
2022/01/13 9:31:08,小型期01,1,"18,440","18,405","1,672"
2022/01/13 9:05:02,小型期01,1,"18,440","18,410","1,422"
2022/01/12 22:36:01,小型期01,1,"18,300","18,415","5,672"
2022/01/12 16:50:31,小型期01,4,"18,316","18,367","9,888"
2022/01/12 9:42:14,小型期01,4,"18,347.50","18,324","-5,012"
2022/01/12 9:18:02,小型期01,4,"18,355","18,355",-312
2022/01/12 9:11:36,小型期01,4,"18,369","18,355","-3,112"
2022/01/12 9:07:18,小型期01,4,"18,363","18,371","-1,912"
2022/01/12 9:03:21,小型期01,4,"18,360","18,369","-2,112"
2022/01/12 9:01:28,小型期01,4,"18,387.50","18,367","-4,412"
2022/01/12 8:57:45,小型期01,2,"18,370","18,385","-1,656"
2022/01/11 16:28:35,小型期01,2,"18,205","18,251","4,444"
2022/01/11 15:12:38,小型期01,1,"18,205","18,245","1,922"
2022/01/11 15:12:33,小型期01,1,"18,205","18,245","1,922"
2022/01/11 13:01:11,小型期01,4,"18,210","18,182","-5,912"
2022/01/11 12:49:17,小型期01,2,"18,210","18,188","-2,356"
2022/01/11 12:49:17,小型期01,2,"18,170","18,189","1,744"
2022/01/11 12:06:06,小型期01,2,"18,140","18,255","11,344"
2022/01/11 9:58:31,小型期01,2,"18,135","18,115","-2,156"
2021/12/16 23:02:26,小型期01,2,"17,800","17,800",-156
2021/12/15 12:46:05,小型期12,2,"17,615","17,615",-156
2021/12/10 16:02:04,小型期12,3,"17,795","17,795",-234
2021/12/10 12:41:28,小型期12,3,"17,830","17,841","-1,884"
2021/12/10 12:33:41,小型期12,3,"17,845","17,828","-2,784"
2021/12/10 12:24:58,小型期12,2,"17,842","17,845",-456
2021/12/10 12:24:58,小型期12,1,"17,842","17,845",-228
2021/12/10 11:45:00,小型期12,3,"17,850","17,850",-234
2021/12/10 10:45:49,小型期12,3,"17,846","17,859","-2,184"
2021/12/10 10:12:36,小型期12,3,"17,842","17,855","-2,184"
2021/12/10 9:58:17,小型期12,3,"17,850","17,840","-1,734"
2021/12/10 9:46:33,小型期12,1,"17,850","17,845",-328
2021/12/10 9:46:33,小型期12,1,"17,850","17,845",-328
2021/12/10 9:45:22,小型期12,1,"17,835","17,850",-828
2021/12/10 9:39:13,小型期12,1,"17,830","17,835",172
2021/12/10 9:39:13,小型期12,1,"17,830","17,835",172
2021/12/10 9:21:47,小型期12,2,"17,827.50","17,801","2,494"
2021/12/10 9:08:23,小型期12,1,"17,830","17,826",122
2021/12/10 8:57:14,小型期12,2,"17,825","17,841","-1,756"
2021/12/10 2:50:05,小型期12,2,"17,878","17,839","-4,056"
2021/12/10 2:50:05,小型期12,2,"17,878","17,840","-3,956"
2021/12/09 23:25:28,小型期12,4,"17,890","17,869","-4,512"
2021/12/09 22:55:36,小型期12,4,"17,878","17,875",-912
2021/12/09 21:14:26,小型期12,4,"17,865","17,864",-512
2021/12/09 13:17:23,小型期12,4,"17,845","17,860","-3,312"
2021/12/09 12:41:10,小型期12,4,"17,845","17,844",-512
2021/12/09 12:34:07,小型期12,4,"17,833","17,848","-3,312"
2021/12/09 12:30:29,小型期12,4,"17,840","17,833","-1,712"
2021/12/09 12:25:24,小型期12,4,"17,820","17,832","-2,712"
2021/12/09 12:15:02,小型期12,4,"17,830","17,818","-2,712"
2021/12/09 9:32:33,小型期12,2,"17,878","17,910","3,044"
2021/12/09 9:30:29,小型期12,2,"17,878","17,920","4,044"
2021/12/09 0:15:13,小型期12,4,"17,860","17,878","-3,912"
2021/12/08 23:29:03,小型期12,4,"17,874","17,865","-2,112"
2021/12/08 23:21:19,小型期12,4,"17,865","17,875","-2,312"
2021/12/08 23:08:07,小型期12,4,"17,885","17,858","-5,712"
2021/12/08 17:33:27,小型期12,2,"17,895","17,875","-2,156"
2021/12/08 9:58:46,小型期12,3,"17,913.33","17,915",16
2021/12/08 9:01:32,小型期12,1,"17,804","17,950","7,222"
2021/12/07 23:43:36,小型期12,2,"17,804","17,904","9,844"
2021/12/07 15:40:52,小型期12,4,"17,787","17,800","-2,912"
2021/12/07 15:00:22,小型期12,3,"17,785","17,801","-2,634"
2021/12/07 15:00:22,小型期12,1,"17,785","17,800",-828
2021/12/07 13:30:00,小型期12,4,"17,755","17,775","-4,312"
2021/12/07 13:25:10,小型期12,4,"17,735","17,760","-5,312"
2021/12/07 13:12:28,小型期12,4,"17,690","17,701","-2,512"
2021/12/07 8:57:04,小型期12,4,"17,670","17,687","-3,712"
2021/12/07 1:18:35,小型期12,4,"17,670","17,685","-3,312"
2021/12/07 1:12:12,小型期12,4,"17,660","17,676","-3,512"
2021/12/07 0:58:26,小型期12,1,"17,655","17,665",422
2021/12/07 0:58:26,小型期12,1,"17,655","17,665",422
2021/12/07 0:58:24,小型期12,1,"17,655","17,665",422
2021/12/07 0:58:24,小型期12,1,"17,655","17,665",422
2021/12/06 23:08:33,小型期12,1,"17,645","17,654",-528
2021/12/06 23:08:33,小型期12,3,"17,645","17,655","-1,734"
2021/12/06 23:04:11,小型期12,4,"17,660","17,644","-3,512"
2021/12/06 22:43:09,小型期12,4,"17,630","17,645","-3,312"
2021/12/06 22:31:17,小型期12,2,"17,665","17,650","-1,656"
2021/12/06 22:31:17,小型期12,2,"17,665","17,651","-1,556"
2021/12/06 19:48:31,小型期12,4,"17,665.75","17,640","4,838"
2021/12/06 17:31:35,小型期12,1,"17,705","17,660","2,172"
2021/12/06 17:31:16,小型期12,1,"17,705","17,660","2,172"
2021/12/06 10:44:46,小型期12,4,"17,675","17,686","-2,512"
2021/12/06 9:16:27,小型期12,4,"17,560","17,570","1,688"
2021/12/06 9:07:07,小型期12,4,"17,550","17,561","-2,512"
2021/12/03 9:55:58,小型期12,2,"17,675","17,669",444
2021/12/03 9:34:25,小型期12,2,"17,675","17,645","2,844"
2021/12/03 9:27:19,小型期12,4,"17,696.50","17,695",-12
2021/12/02 23:47:57,小型期12,4,"17,682","17,700","-3,912"
2021/12/02 23:40:55,小型期12,4,"17,726","17,700","-5,512"
2021/12/02 23:24:06,小型期12,4,"17,717","17,717",-312
2021/12/02 23:15:00,小型期12,4,"17,715","17,724","-2,112"
2021/12/02 23:10:31,小型期12,4,"17,720","17,720",-312
2021/12/02 20:53:31,小型期12,4,"17,700","17,680","3,688"
2021/12/02 19:38:59,小型期12,1,"17,735","17,720",-828
2021/12/02 19:38:59,小型期12,1,"17,735","17,720",-828
2021/12/02 19:38:54,小型期12,1,"17,735","17,720",-828
2021/12/02 19:38:54,小型期12,1,"17,735","17,720",-828
2021/12/02 13:28:22,小型期12,4,"17,660","17,670","-2,312"
2021/12/02 13:19:14,小型期12,4,"17,670","17,675","-1,312"
2021/12/02 13:11:30,小型期12,4,"17,685","17,676","1,488"
2021/12/02 12:51:55,小型期12,4,"17,659.75","17,685","4,738"
2021/12/02 11:36:14,小型期12,4,"17,643","17,645",88
2021/12/02 11:29:08,小型期12,1,"17,630","17,644",-778
2021/12/02 11:27:36,小型期12,2,"17,630","17,645","-1,656"
2021/12/02 11:27:36,小型期12,2,"17,630","17,645","-1,656"
2021/12/02 11:22:21,小型期12,4,"17,645","17,640","-1,312"
2021/12/02 11:02:32,小型期12,1,"17,630","17,640",-578
2021/12/02 11:02:30,小型期12,1,"17,630","17,640",-578
2021/12/02 11:02:28,小型期12,1,"17,631","17,640",-528
2021/12/02 11:02:28,小型期12,1,"17,631","17,640",-528
2021/12/02 11:01:09,小型期12,4,"17,640","17,630","-2,312"
2021/12/02 10:57:04,小型期12,4,"17,630","17,633",-912
2021/12/02 10:46:08,小型期12,4,"17,639","17,642",288
2021/12/02 10:22:11,小型期12,4,"17,660","17,639","3,888"
2021/12/02 10:09:00,小型期12,4,"17,659","17,668","-2,112"
2021/12/02 10:05:16,小型期12,4,"17,590","17,660","13,688"
2021/12/02 9:23:48,小型期12,4,"17,570","17,590","-4,312"
2021/12/02 9:15:50,小型期12,4,"17,544.75","17,564","-4,162"
2021/12/02 9:12:44,小型期12,4,"17,550","17,537","-2,912"
2021/12/02 9:11:54,小型期12,4,"17,559.25","17,540","-4,162"
2021/12/02 9:06:30,小型期12,4,"17,541","17,561","-4,312"
2021/12/02 9:00:31,小型期12,4,"17,540","17,550","-2,312"
2021/12/02 8:51:14,小型期12,4,"17,550","17,540","-2,312"
2021/12/02 2:07:40,小型期12,4,"17,645","17,645",-312
2021/12/01 22:57:23,小型期12,4,"17,618","17,615",288
2021/12/01 21:34:22,小型期12,3,"17,613.67","17,621","-1,334"
2021/12/01 21:34:22,小型期12,1,"17,613","17,622",-528
2021/12/01 19:54:13,小型期12,4,"17,608","17,606",88
2021/12/01 17:44:46,小型期12,4,"17,610","17,608",-712
2021/12/01 17:37:20,小型期12,4,"17,591","17,601","-2,312"
2021/12/01 17:06:24,小型期12,4,"17,585","17,595","-2,312"
2021/12/01 15:00:01,小型期12,2,"17,590","17,596",-756
2021/12/01 15:00:01,小型期12,1,"17,590","17,595",-328
2021/12/01 15:00:01,小型期12,1,"17,590","17,594",-278
2021/12/01 12:43:26,小型期12,4,"17,552.50","17,575","-4,812"
2021/11/30 20:26:01,小型期12,3,"17,301.67","17,300",22
2021/11/30 15:08:26,小型期12,2,"17,460","17,300","15,848"
2021/11/30 13:27:18,小型期12,2,"17,460","17,340","11,848"
2021/11/30 12:49:14,小型期12,4,"17,465","17,475","-2,304"
2021/11/30 12:40:26,小型期12,4,"17,475","17,475",-304
2021/11/30 12:22:05,小型期12,4,"17,470.75","17,480","-2,154"
2021/11/30 11:35:50,小型期12,4,"17,465","17,475","-2,304"
2021/11/30 11:21:20,小型期12,4,"17,460","17,470","-2,304"
2021/11/30 10:45:01,小型期12,4,"17,491","17,475","2,896"
2021/11/30 10:03:20,小型期12,4,"17,520","17,510","1,688"
2021/11/30 9:49:39,小型期12,4,"17,510","17,530","-4,312"
2021/11/30 9:40:29,小型期12,4,"17,510","17,532","-4,712"
2021/11/30 9:37:07,小型期12,3,"17,520","17,520",-234
2021/11/30 9:37:07,小型期12,1,"17,520","17,519",-28
2021/11/30 9:24:01,小型期12,4,"17,490","17,500","-2,308"
2021/11/29 15:01:39,小型期12,1,"17,310","17,353","-2,226"
2021/11/29 15:01:39,小型期12,1,"17,385","17,353","1,524"
2021/11/29 15:01:39,小型期12,1,"17,385","17,352","1,574"
2021/11/29 13:38:13,小型期12,2,"17,385","17,336","4,748"
2021/11/29 12:17:10,小型期12,4,"17,370","17,380","-2,304"
2021/11/29 11:51:19,小型期12,4,"17,365","17,380","-3,304"
2021/11/26 11:11:49,小型期12,1,"17,525","17,360","8,173"
2021/11/26 11:11:46,小型期12,1,"17,523","17,360","8,073"
2021/11/26 9:50:12,小型期12,2,"17,562.50","17,464","9,696"
2021/11/26 9:05:30,小型期12,2,"17,550","17,570","-2,156"
2021/11/25 10:39:48,小型期12,4,"17,630","17,630",-312
2021/11/18 10:03:52,小型期12,4,"17,780","17,789","1,488"
2021/11/18 9:05:25,小型期12,4,"17,785","17,769","-3,512"
2021/11/17 11:22:59,小型期12,4,"17,699","17,720","3,888"
2021/11/17 10:03:13,小型期12,4,"17,705","17,678","-5,712"
2021/11/16 0:42:26,小型期11,4,"17,685","17,668","-3,712"
2021/11/15 22:41:36,小型期11,4,"17,688.50","17,690",-12
2021/11/12 23:59:37,小型期11,2,"17,536","17,561","-2,656"
2021/11/12 21:52:51,小型期11,2,"17,535.50","17,554","-2,006"
2021/11/12 9:01:13,小型期11,2,"17,560","17,541","-2,056"
2021/11/10 13:14:05,小型期11,2,"17,564","17,540","-2,556"
2021/11/10 12:38:54,小型期11,2,"17,557","17,540","-1,856"
2021/11/10 9:51:42,小型期11,2,"17,547.50","17,560","-1,406"
2021/11/10 9:09:56,小型期11,2,"17,550.50","17,564","-1,506"
2021/11/09 12:41:14,小型期11,2,"17,575","17,575",-156
2021/11/09 10:09:18,小型期11,2,"17,550.50","17,570","-2,106"
2021/11/09 10:02:15,小型期11,2,"17,537.50","17,565","-2,906"
2021/11/09 9:23:05,小型期11,2,"17,539","17,560","-2,256"
2021/11/09 9:16:51,小型期11,1,"17,360","17,538","8,823"
2021/11/09 9:16:47,小型期11,1,"17,300","17,542","12,023"
2021/11/09 8:50:03,小型期11,1,"17,275","17,500","11,173"
2021/11/09 8:46:26,小型期11,1,"17,275","17,506","11,473"
2021/11/06 1:28:47,小型期11,2,"17,130","17,248","11,648"
2021/11/06 0:58:11,小型期11,2,"17,130","17,281","14,948"
2021/11/05 9:34:58,小型期11,4,"17,140","17,116","-5,104"
2021/11/05 9:04:28,小型期11,4,"17,149.50","17,130","-4,204"
2021/11/01 22:00:41,小型期11,2,"17,088","17,075","-1,452"
2021/11/01 21:45:31,小型期11,1,"17,085","17,083",-176
2021/11/01 21:45:28,小型期11,1,"17,085","17,082",-226
2021/11/01 21:06:02,小型期11,2,"17,082.50","17,072","-1,202"
2021/11/01 16:07:35,小型期11,2,"17,082","17,071","-1,252"
2021/11/01 15:40:25,小型期11,1,"17,089","17,082",274
2021/11/01 15:39:57,小型期11,1,"17,089","17,082",274
2021/11/01 15:39:50,小型期11,1,"17,089","17,082",274
2021/11/01 15:39:35,小型期11,1,"17,089","17,082",274
2021/11/01 13:00:17,小型期11,4,"17,070","17,082","-2,704"
2021/11/01 12:42:34,小型期11,4,"17,072","17,072",-304
2021/11/01 12:30:01,小型期11,2,"17,076","17,074",48
2021/11/01 12:30:01,小型期11,2,"17,072.50","17,074",-302
2021/10/30 2:21:30,小型期11,4,"16,916.50","16,917",-204
2021/10/29 16:28:41,小型期11,2,"16,920","16,900","-2,152"
2021/10/29 15:06:13,小型期11,3,"16,905","16,904",-378
2021/10/29 11:01:05,小型期11,3,"16,903","16,903",-228
2021/10/29 9:39:04,小型期11,3,"16,910","16,885","-3,978"
2021/10/29 8:59:36,小型期11,4,"17,016","17,011","-1,304"
2021/10/28 16:25:54,小型期11,1,"17,005","17,027","1,024"
2021/10/28 12:33:19,小型期11,1,"17,015","16,993","-1,176"
2021/10/28 12:33:19,小型期11,3,"17,015","16,994","-3,378"
2021/10/28 12:00:20,小型期11,4,"17,025","17,019","-1,504"
2021/10/28 11:35:44,小型期11,4,"17,025","17,010","-3,304"
2021/10/27 17:00:28,小型期11,4,"17,029.75","17,032",146
2021/10/27 12:21:37,小型期11,2,"16,980","17,000","-2,152"
2021/10/27 11:53:17,小型期11,2,"16,990","16,990",-152
2021/10/26 9:42:37,小型期11,2,"16,977.50","16,981",198
2021/10/26 9:15:56,小型期11,2,"16,977.50","16,965","-1,402"
2021/10/26 9:00:00,小型期11,1,"16,985","16,964","-1,126"
2021/10/21 15:34:39,小型期11,4,"16,877","16,853","4,496"
2021/10/21 11:58:05,小型期11,1,"16,900","16,902",24
2021/10/20 11:22:47,小型期10,2,"16,910","16,910",-152
2021/10/20 11:09:11,小型期10,2,"16,925","16,935","-1,152"
2021/10/20 11:01:20,小型期10,1,"16,935","16,931",-276
2021/10/19 10:18:44,小型期10,1,"16,930","16,917",-726
2021/10/19 10:18:42,小型期10,1,"16,930","16,916",-776
2021/10/19 9:56:25,小型期10,1,"16,910","16,910",-76
2021/10/19 9:55:32,小型期10,1,"16,910","16,916",224
2021/10/18 23:46:58,小型期10,1,"16,790","16,801",-626
2021/10/18 23:46:56,小型期10,1,"16,788","16,802",-776
2021/10/18 22:05:20,小型期10,2,"16,735","16,754","-2,052"
2021/10/18 21:48:22,小型期10,2,"16,725","16,735","-1,152"
2021/10/18 21:41:49,小型期10,2,"16,725","16,725",-152
2021/10/18 19:30:14,小型期10,1,"16,740","16,738",24
2021/10/18 19:30:12,小型期10,1,"16,730","16,738",-476
2021/10/18 16:12:47,小型期10,1,"16,735","16,730",-326
2021/10/18 16:12:11,小型期10,1,"16,735","16,730",-326
2021/10/18 15:55:48,小型期10,2,"16,692.50","16,710","-1,902"
2021/10/18 13:30:08,小型期10,2,"16,740","16,720","-2,152"
2021/10/18 13:07:03,小型期10,2,"16,750","16,728","-2,352"
2021/10/18 11:59:22,小型期10,2,"16,760","16,760",-152
2021/10/18 9:12:49,小型期10,1,"16,775","16,800","1,174"
2021/10/18 9:12:48,小型期10,1,"16,770","16,800","1,424"
2021/10/18 8:47:16,小型期10,1,"16,474","16,806","16,525"
2021/10/18 8:47:14,小型期10,1,"16,475","16,807","16,525"
2021/10/14 13:09:39,小型期10,2,"16,415.50","16,430","-1,598"
2021/10/14 13:02:19,小型期10,2,"16,420.50","16,420",-98
2021/10/14 12:38:51,小型期10,2,"16,438","16,420","-1,948"
2021/10/14 12:37:14,小型期10,1,"16,425","16,440",-824
2021/10/14 12:37:14,小型期10,1,"16,422","16,439",-924
2021/10/14 11:47:58,小型期10,2,"16,445","16,440",351
2021/10/14 11:01:27,小型期10,1,"16,530","16,421","5,375"
2021/10/14 9:03:00,小型期10,2,"16,515.50","16,533","-1,902"
2021/10/14 8:52:47,小型期10,2,"16,481","16,495","-1,548"
2021/10/14 1:54:44,小型期10,2,"16,544","16,400","14,250"
2021/10/13 9:00:35,小型期10,1,"16,570","16,550","-1,076"
2021/10/13 8:52:47,小型期10,2,"16,534.50","16,561","-2,802"
2021/10/12 21:33:41,小型期10,2,"16,545","16,561","-1,752"
2021/10/12 20:29:16,小型期10,2,"16,525","16,553","-2,952"
2021/10/12 17:15:40,小型期10,2,"16,518","16,540","-2,352"
2021/10/12 16:36:51,小型期10,2,"16,470","16,491","-2,248"
2021/10/12 16:23:56,小型期10,2,"16,430.50","16,470","-4,098"
2021/10/12 15:10:43,小型期10,2,"16,387.50","16,422","-3,598"
2021/10/12 15:00:17,小型期10,1,"16,405","16,380","-1,324"
2021/10/12 15:00:14,小型期10,1,"16,405","16,381","-1,274"
2021/10/12 12:28:23,小型期10,2,"16,416","16,400","-1,748"
2021/10/12 11:22:25,小型期10,2,"16,430","16,415","-1,648"
