成交時間,商品名稱,口數,新倉價,平倉價,平倉損益淨額
2021/10/12 11:19:42,小型期10,2,"16,425","16,431",-748
2021/10/12 11:13:12,小型期10,2,"16,450","16,430","-2,148"
2021/10/12 11:10:22,小型期10,2,"16,464","16,440","-2,548"
2021/10/08 20:32:08,小型期10,2,"16,607","16,606",-252
2021/10/08 15:13:57,小型期10,1,"16,635","16,624",-626
2021/10/08 15:13:55,小型期10,1,"16,635","16,624",-626
2021/10/08 13:32:40,小型期10,1,"16,619","16,610",-526
2021/10/08 13:32:37,小型期10,1,"16,620","16,610",-576
2021/10/08 13:24:46,小型期10,1,"16,620","16,610",-576
2021/10/08 13:24:43,小型期10,1,"16,624","16,610",-776
2021/10/08 12:56:10,小型期10,2,"16,537.50","16,611","7,199"
2021/10/07 12:44:41,小型期10,1,"16,300","16,700","19,925"
2021/10/07 0:42:28,小型期10,2,"16,305","16,305",-148
2021/10/07 0:07:18,小型期10,2,"16,305","16,306",-48
2021/10/06 23:50:13,小型期10,2,"16,300.50","16,300",-98
2021/10/06 23:01:57,小型期10,2,"16,305","16,320","-1,648"
2021/10/06 22:59:07,小型期10,1,"16,302","16,305",-224
2021/10/06 22:57:37,小型期10,1,"16,308","16,302",-374
2021/10/06 22:57:28,小型期10,1,"16,310","16,298",-674
2021/10/06 22:49:59,小型期10,2,"16,296","16,310","-1,548"
2021/10/06 22:38:28,小型期10,1,"16,300","16,291",-524
2021/10/06 22:38:22,小型期10,1,"16,299","16,290",-524
2021/10/06 22:21:35,小型期10,2,"16,265","16,285","-2,148"
2021/10/06 22:18:28,小型期10,1,"16,260","16,271",476
2021/10/06 22:18:21,小型期10,1,"16,260","16,271",476
2021/10/06 22:07:26,小型期10,2,"16,242.50","16,252","-1,098"
2021/10/06 21:57:36,小型期10,2,"16,260","16,260",-148
2021/10/06 21:53:34,小型期10,2,"16,290","16,269","-2,248"
2021/10/06 21:48:42,小型期10,1,"16,310","16,294",-874
2021/10/06 21:48:42,小型期10,1,"16,315","16,295","-1,074"
2021/10/06 16:12:28,小型期10,2,"16,297","16,295",52
2021/10/06 15:17:45,小型期10,1,"16,300","16,332","1,526"
2021/10/06 15:17:39,小型期10,1,"16,295","16,331","1,726"
2021/10/06 13:00:20,小型期10,2,"16,302","16,282","-2,148"
2021/10/06 11:35:04,小型期10,2,"16,287.50","16,288",-98
2021/10/06 11:04:15,小型期10,2,"16,290","16,280","-1,148"
2021/10/06 10:45:48,小型期10,2,"16,320","16,321",-48
2021/10/06 9:48:49,小型期10,2,"16,340.50","16,310","-3,198"
2021/10/05 21:52:26,小型期10,2,"16,410","16,429","-2,048"
2021/10/05 21:40:51,小型期10,2,"16,407","16,420","-1,448"
2021/10/05 21:31:45,小型期10,1,"16,406","16,420",-774
2021/10/05 21:31:44,小型期10,1,"16,406","16,420",-774
2021/10/05 20:32:34,小型期10,1,"16,420","16,423",-224
2021/10/05 20:32:32,小型期10,1,"16,420","16,423",-224
2021/10/05 19:32:49,小型期10,1,"16,430","16,430",-74
2021/10/05 19:29:20,小型期10,2,"16,394","16,422","-2,948"
2021/10/05 18:05:50,小型期10,1,"16,410","16,396",-774
2021/10/05 18:05:29,小型期10,1,"16,405","16,400",-324
2021/10/05 17:19:10,小型期10,1,"16,395","16,405",-574
2021/10/05 17:19:08,小型期10,1,"16,395","16,405",-574
2021/10/05 15:11:24,小型期10,2,"16,395","16,396",-248
2021/10/05 13:25:30,小型期10,1,"16,390","16,386",-274
2021/10/05 13:25:29,小型期10,1,"16,390","16,385",-324
2021/10/05 13:19:17,小型期10,2,"16,370","16,386","-1,748"
2021/10/05 13:14:44,小型期10,1,"16,373","16,370",-224
2021/10/05 13:14:34,小型期10,1,"16,373","16,370",-224
2021/10/05 13:13:00,小型期10,1,"16,370","16,375",-324
2021/10/05 13:10:19,小型期10,2,"16,365","16,385","-2,148"
2021/10/05 13:02:13,小型期10,2,"16,358","16,379","-2,248"
2021/10/05 12:49:29,小型期10,1,"16,368","16,357",-624
2021/10/05 12:49:22,小型期10,1,"16,370","16,362",-474
2021/10/05 12:46:57,小型期10,2,"16,375.50","16,377",-298
2021/10/05 12:21:43,小型期10,2,"16,380","16,379",-248
2021/10/05 12:01:07,小型期10,2,"16,360","16,380","-2,148"
2021/10/05 11:55:42,小型期10,2,"16,373.50","16,360","-1,498"
2021/10/05 11:49:53,小型期10,1,"16,355","16,372",-924
2021/10/05 11:49:38,小型期10,1,"16,360","16,373",-724
2021/10/05 11:42:26,小型期10,2,"16,360","16,360",-148
2021/10/05 11:37:13,小型期10,2,"16,381","16,360","1,952"
2021/10/05 11:15:00,小型期10,2,"16,393","16,403","-1,148"
2021/10/05 11:10:22,小型期10,2,"16,385","16,385",-148
2021/10/05 11:05:16,小型期10,2,"16,390","16,390",-148
2021/10/05 10:51:07,小型期10,2,"16,360.50","16,380","-2,098"
2021/10/05 10:48:29,小型期10,2,"16,355.50","16,370","-1,598"
2021/10/05 10:46:38,小型期10,2,"16,360","16,357",-448
2021/10/05 10:44:11,小型期10,2,"16,340","16,356","-1,748"
2021/10/05 10:41:15,小型期10,2,"16,346.50","16,347",-98
2021/10/05 10:37:12,小型期10,2,"16,312.50","16,331","-1,998"
2021/10/05 10:29:23,小型期10,2,"16,260","16,279","-2,048"
2021/10/05 10:26:27,小型期10,2,"16,247.50","16,260","-1,398"
2021/10/05 10:21:48,小型期10,2,"16,295.50","16,280","1,402"
2021/10/05 10:04:21,小型期10,2,"16,270","16,268",52
2021/10/05 9:55:08,小型期10,2,"16,265","16,280","-1,648"
2021/10/05 9:54:00,小型期10,2,"16,270.50","16,270",-98
2021/10/05 9:45:36,小型期10,2,"16,215","16,233","-1,948"
2021/10/05 9:43:12,小型期10,2,"16,200","16,211",952
2021/10/05 9:40:26,小型期10,2,"16,165.50","16,159",502
2021/10/05 9:25:08,小型期10,2,"16,175.50","16,195","-2,098"
2021/10/05 9:23:08,小型期10,2,"16,201","16,200",-48
2021/10/05 9:16:00,小型期10,2,"16,216.50","16,225",-998
2021/10/05 9:10:15,小型期10,1,"16,190","16,190",-74
2021/10/05 9:08:10,小型期10,1,"16,194","16,172","1,026"
2021/10/05 9:02:00,小型期10,2,"16,200","16,198",52
2021/10/05 0:07:42,小型期10,1,"16,239","16,239",-74
2021/10/05 0:00:01,小型期10,1,"16,390","16,250","6,926"
2021/10/04 22:59:08,小型期10,1,"16,440","16,225","10,676"
2021/10/04 21:59:53,小型期10,1,"16,440","16,400","1,926"
2021/10/04 18:52:12,小型期10,2,"16,415","16,432","-1,848"
2021/10/04 18:28:27,小型期10,2,"16,409","16,420","-1,248"
2021/10/04 18:10:09,小型期10,2,"16,405","16,420","-1,648"
2021/10/04 17:42:01,小型期10,2,"16,405","16,420","-1,648"
2021/10/04 17:24:21,小型期10,2,"16,405","16,405",-148
2021/10/04 16:52:27,小型期10,2,"16,390","16,402","-1,348"
2021/10/04 16:27:29,小型期10,2,"16,397","16,404",-848
2021/10/04 16:19:23,小型期10,2,"16,395","16,395",-148
2021/10/04 16:00:00,小型期10,1,"16,360","16,380","-1,074"
2021/10/04 15:58:49,小型期10,1,"16,360","16,380","-1,074"
2021/10/04 15:47:22,小型期10,2,"16,370","16,355","1,352"
2021/10/04 15:14:59,小型期10,1,"16,380","16,361",876
2021/10/04 15:12:34,小型期10,1,"16,380","16,345","1,676"
2021/10/04 13:38:47,小型期10,2,"16,375","16,390","-1,648"
2021/10/04 13:29:20,小型期10,2,"16,385","16,387",-348
2021/10/04 13:10:01,小型期10,2,"16,370","16,385","-1,648"
2021/10/04 13:06:34,小型期10,2,"16,379.50","16,385",402
2021/10/04 12:31:07,小型期10,2,"16,357.50","16,370","-1,398"
2021/10/04 12:17:44,小型期10,2,"16,387.50","16,379",702
2021/10/04 11:40:11,小型期10,1,"16,450","16,395","2,676"
2021/10/04 10:50:09,小型期10,2,"16,430","16,450","-2,148"
2021/10/04 10:43:10,小型期10,1,"16,440","16,449",-524
2021/10/04 10:39:47,小型期10,1,"16,452","16,441",476
2021/10/04 10:14:42,小型期10,2,"16,482","16,450","3,051"
2021/10/04 9:58:43,小型期10,1,"16,605","16,424","8,975"
2021/10/04 9:00:55,小型期10,2,"16,612.50","16,622","-1,102"
2021/10/02 1:09:34,小型期10,2,"16,571.50","16,590","-2,002"
2021/10/02 0:54:32,小型期10,2,"16,580","16,580",-152
2021/10/02 0:47:39,小型期10,1,"16,585","16,582",-226
2021/10/02 0:47:36,小型期10,1,"16,585","16,582",-226
2021/10/02 0:30:26,小型期10,2,"16,570","16,578",-952
2021/10/02 0:19:49,小型期10,2,"16,551.50","16,552",-202
2021/10/02 0:07:47,小型期10,2,"16,565","16,566",-252
2021/10/01 21:30:04,小型期10,2,"16,560","16,580","-2,152"
2021/10/01 18:14:58,小型期10,2,"16,498","16,495",151
2021/10/01 16:34:21,小型期10,1,"16,509","16,502",-426
2021/10/01 16:30:44,小型期10,2,"16,485.50","16,502","-1,800"
2021/10/01 16:11:52,小型期10,1,"16,485","16,485",-74
2021/10/01 16:11:50,小型期10,1,"16,470","16,485",676
2021/10/01 15:51:29,小型期10,1,"16,447","16,470","-1,224"
2021/10/01 15:51:24,小型期10,1,"16,450","16,470","-1,074"
2021/10/01 15:43:22,小型期10,2,"16,470","16,450","-2,148"
2021/10/01 15:36:50,小型期10,1,"16,455","16,473",-974
2021/10/01 15:36:43,小型期10,1,"16,453","16,473","-1,074"
2021/10/01 15:30:45,小型期10,1,"16,465","16,453",-674
2021/10/01 15:30:33,小型期10,1,"16,464","16,450",-774
2021/10/01 15:26:34,小型期10,2,"16,430.50","16,451","-2,198"
2021/10/01 15:23:41,小型期10,1,"16,440","16,432",-474
2021/10/01 15:19:18,小型期10,1,"16,450","16,419","1,476"
2021/10/01 15:19:15,小型期10,1,"16,450","16,420","1,426"
2021/10/01 15:00:23,小型期10,1,"16,495","16,476","-1,024"
2021/10/01 15:00:20,小型期10,1,"16,473","16,477",126
2021/10/01 13:05:35,小型期10,2,"16,440","16,420","-2,148"
2021/10/01 12:32:22,小型期10,2,"16,500","16,481","-2,050"
2021/10/01 12:08:29,小型期10,2,"16,505","16,485","-2,150"
2021/10/01 11:46:31,小型期10,2,"16,538.50","16,520","-2,002"
2021/10/01 11:30:36,小型期10,2,"16,529.50","16,510","-2,102"
2021/10/01 11:23:37,小型期10,1,"16,530","16,511","-1,026"
2021/10/01 11:23:37,小型期10,1,"16,550","16,509","-2,126"
2021/10/01 11:12:02,小型期10,1,"16,590","16,570","-1,076"
2021/10/01 11:12:01,小型期10,1,"16,570","16,570",-76
2021/10/01 10:40:53,小型期10,1,"16,605","16,590",-826
2021/10/01 10:36:20,小型期10,1,"16,594","16,600",224
2021/10/01 10:15:05,小型期10,2,"16,595","16,566","-3,052"
2021/10/01 10:12:03,小型期10,2,"16,594.50","16,594",-202
2021/10/01 9:52:48,小型期10,1,"16,595","16,570","-1,326"
2021/10/01 9:50:50,小型期10,1,"16,605","16,592",-726
2021/10/01 9:49:02,小型期10,1,"16,599","16,602",74
2021/10/01 9:41:03,小型期10,1,"16,609","16,590","-1,026"
2021/10/01 9:32:11,小型期10,1,"16,645","16,625","-1,076"
2021/10/01 9:19:32,小型期10,1,"16,685","16,663","-1,176"
2021/10/01 0:16:00,小型期10,1,"16,865","16,770","4,674"
2021/10/01 0:00:58,小型期10,1,"16,865","16,810","2,674"
2021/09/30 21:15:55,小型期10,1,"16,857","16,862",-326
2021/09/30 21:12:02,小型期10,2,"16,857.50","16,867","-1,102"
2021/09/30 21:08:31,小型期10,2,"16,867.50","16,867",-102
2021/09/30 21:01:50,小型期10,1,"16,880","16,870",-576
2021/09/30 21:01:47,小型期10,1,"16,880","16,870",-576
2021/09/30 15:31:25,小型期10,1,"16,935","16,932",-226
2021/09/30 15:31:20,小型期10,1,"16,933","16,932",-126
2021/09/30 15:07:57,小型期10,2,"16,917.50","16,917",-202
2021/9/30 13:31,小型期10,2,"16,960","16,906","-5,552"
2021/9/30 13:10,小型期10,2,"16,945","16,965","-2,152"
2021/9/30 13:05,小型期10,1,"16,905","16,940","1,674"
2021/9/30 13:05,小型期10,1,"16,900","16,940","1,924"
2021/9/30 12:30,小型期10,2,"16,875","16,887","-1,352"
2021/9/30 11:45,小型期10,2,"16,870","16,888","-1,952"
2021/9/30 11:16,小型期10,2,"16,865","16,865",-152
2021/9/30 10:43,小型期10,1,"16,840","16,860","-1,076"
2021/9/30 10:43,小型期10,1,"16,841","16,859",-976
2021/9/30 10:22,小型期10,1,"16,835","16,849",-776
2021/9/30 10:19,小型期10,1,"16,831","16,845",-776
2021/9/30 10:16,小型期10,1,"16,800","16,815",-826
2021/9/30 10:16,小型期10,1,"16,800","16,815",-826
2021/9/30 10:06,小型期10,1,"16,795","16,810",-826
2021/9/30 10:02,小型期10,1,"16,780","16,800","-1,076"
2021/9/30 9:52,小型期10,1,"16,801","16,749","2,524"
2021/9/30 9:52,小型期10,1,"16,750","16,749",-26
2021/9/30 9:06,小型期10,1,"16,820","16,800","-1,076"
2021/9/30 8:53,小型期10,1,"16,815","16,829",-776
2021/9/30 8:51,小型期10,1,"16,800","16,821","-1,126"
2021/9/29 12:04,小型期10,1,"16,885","16,785","4,924"
2021/9/29 10:36,小型期10,1,"16,880","16,895",-826
2021/9/29 10:34,小型期10,1,"16,875","16,895","-1,076"
2021/9/29 10:24,小型期10,1,"16,856","16,875","-1,026"
2021/9/29 9:17,小型期10,1,"16,890","16,885",-326
2021/9/29 9:13,小型期10,1,"16,870","16,891","-1,126"
2021/9/29 9:09,小型期10,1,"16,870","16,886",-876
2021/9/29 9:03,小型期10,1,"16,885","16,900",-826
2021/9/28 22:01,小型期10,1,"17,015","17,007",-476
2021/9/28 21:45,小型期10,1,"17,060","17,031","-1,526"
2021/9/28 21:42,小型期10,1,"17,060","17,040","-1,076"
2021/9/28 18:00,小型期10,1,"17,050","17,075","1,174"
2021/9/28 18:00,小型期10,1,"17,093","17,075",-976
2021/9/28 9:15,小型期10,1,"17,070","17,047","-1,226"
2021/9/28 9:07,小型期10,1,"17,136","17,080","2,724"
2021/9/28 9:00,小型期10,1,"17,125","17,143",-976
2021/9/27 17:50,小型期10,1,"17,262","17,266",124
2021/9/27 17:50,小型期10,1,"17,290","17,266","-1,276"
2021/9/27 16:05,小型期10,1,"17,270","17,260",-576
2021/9/27 13:23,小型期10,1,"17,266","17,260",-376
2021/9/27 13:20,小型期10,1,"17,255","17,265",-576
2021/9/27 13:15,小型期10,1,"17,240","17,255",-826
2021/9/27 13:09,小型期10,1,"17,250","17,239",-626
2021/9/27 13:02,小型期10,1,"17,245","17,250",-326
2021/9/27 12:57,小型期10,1,"17,255","17,245",-576
2021/9/27 12:41,小型期10,1,"17,255","17,256",-126
2021/9/27 12:41,小型期10,1,"17,247","17,257",-576
2021/9/27 12:38,小型期10,1,"17,260","17,245",-826
2021/9/27 12:17,小型期10,1,"17,259","17,260",-126
2021/9/27 12:17,小型期10,1,"17,285","17,260","1,174"
2021/9/27 12:10,小型期10,1,"17,335","17,255","3,924"
2021/9/27 10:10,小型期10,1,"17,340","17,335",-326
2021/9/27 10:08,小型期10,1,"17,331","17,340",-526
2021/9/27 10:07,小型期10,1,"17,335","17,330",-326
2021/9/27 10:06,小型期10,1,"17,325","17,335",-576
2021/9/27 10:01,小型期10,1,"17,285","17,325","1,924"
2021/9/27 9:28,小型期10,1,"17,260","17,277",-926
2021/9/27 9:23,小型期10,1,"17,275","17,276",-126
2021/9/24 21:35,小型期10,1,"17,175","17,195","-1,076"
2021/9/24 19:59,小型期10,1,"17,190","17,176",-776
2021/9/24 15:31,小型期10,1,"17,220","17,206",-776
2021/9/24 15:02,小型期10,1,"17,225","17,215",-576
2021/9/24 13:10,小型期10,1,"17,215","17,206",-526
2021/9/24 12:25,小型期10,1,"17,220","17,210",-576
2021/9/24 12:14,小型期10,1,"17,205","17,210",174
2021/9/24 10:15,小型期10,1,"17,220","17,205",-826
2021/9/24 9:50,小型期10,1,"17,194","17,206",524
2021/9/24 9:42,小型期10,1,"17,145","17,237","4,524"
2021/9/23 18:15,小型期10,1,"17,090","17,090",-76
2021/9/23 15:08,小型期10,1,"17,090","17,090",-76
2021/9/23 12:58,小型期10,1,"17,083","17,094",-626
2021/9/23 12:30,小型期10,1,"17,080","17,088",-476
2021/9/23 10:34,小型期10,1,"17,055","17,065",-576
2021/9/23 10:21,小型期10,1,"17,090","17,090",-76
2021/9/23 2:51,小型期10,1,"16,920","16,920",-76
2021/09/22 11:23:10,小型期10,1,"16,890","16,864","1,224"
2021/09/22 11:01:24,小型期10,1,"17,350","16,832","25,824"
2021/09/17 13:34:35,小型期10,1,"17,350","17,295","2,674"
2021/09/17 13:25:38,小型期10,1,"17,370","17,349","-1,126"
2021/09/17 13:25:15,小型期10,1,"17,370","17,355",-826
2021/09/17 13:10:03,小型期10,1,"17,355","17,370",-826
2021/09/17 13:09:29,小型期10,1,"17,350","17,365",-826
2021/09/17 12:50:24,小型期10,1,"17,345","17,365","-1,076"
2021/09/17 12:43:55,小型期10,1,"17,355","17,355",-76
2021/09/17 12:33:50,小型期10,1,"17,270","17,348","3,824"
2021/09/17 12:21:25,小型期10,1,"17,260","17,360","4,924"
2021/09/17 10:01:37,小型期10,1,"17,240","17,260","-1,076"
2021/09/17 9:59:51,小型期10,1,"17,270","17,240","-1,576"
2021/09/17 9:59:51,小型期10,1,"17,270","17,240","-1,576"
2021/09/17 9:48:39,小型期10,1,"17,240","17,260","-1,076"
2021/09/17 9:48:39,小型期10,1,"17,240","17,260","-1,076"
2021/09/17 9:45:26,小型期10,1,"17,240","17,238",24
2021/09/17 9:45:26,小型期10,1,"17,220","17,239","-1,026"
2021/09/17 9:42:01,小型期10,1,"17,241","17,214","1,274"
2021/09/17 9:14:37,小型期10,1,"17,230","17,259","-1,526"
2021/09/17 9:14:37,小型期10,1,"17,245","17,259",-776
2021/09/17 9:06:48,小型期10,1,"17,240","17,240",-76
2021/09/17 8:48:26,小型期10,1,"17,255","17,235","-1,076"
2021/09/16 11:59:49,小型期10,1,"17,220","17,202",-976
2021/09/16 10:56:39,小型期10,1,"17,260","17,241","-1,026"
2021/09/16 10:56:39,小型期10,1,"17,245","17,241",-276
2021/09/16 10:42:00,小型期10,1,"17,235","17,235",-76
2021/09/16 10:20:47,小型期10,1,"17,240","17,235",174
2021/09/16 10:05:32,小型期10,1,"17,255","17,235","-1,076"
2021/09/16 10:03:28,小型期10,1,"17,351","17,250","4,974"
2021/09/16 10:02:00,小型期10,1,"17,350","17,250","4,924"
2021/09/16 9:09:59,小型期10,1,"17,330","17,360","-1,576"
2021/09/16 1:31:40,小型期10,1,"17,335","17,335",-76
2021/09/15 14:42:48,小型期09,2,"17,360","17,382","2,048"
2021/09/15 12:29:09,小型期09,1,"17,373","17,350","-1,226"
2021/09/15 11:42:30,小型期09,1,"17,363","17,360",-226
2021/09/15 11:02:40,小型期09,1,"17,356","17,360",124
2021/09/15 10:56:05,小型期09,1,"17,295","17,350","2,674"
2021/09/15 10:03:02,小型期09,1,"17,310","17,300",-576
2021/09/15 9:51:43,小型期09,1,"17,315","17,305",-576
2021/09/15 9:50:42,小型期09,1,"17,305","17,315",-576
2021/09/15 9:43:08,小型期09,1,"17,335","17,326",-526
2021/09/15 9:42:46,小型期09,1,"17,325","17,340",-826
2021/09/15 9:39:32,小型期09,1,"17,325","17,340",-826
2021/09/15 9:38:12,小型期09,1,"17,337","17,330",-426
2021/09/15 9:36:36,小型期09,1,"17,395","17,345","2,424"
2021/09/15 9:19:28,小型期09,1,"17,395","17,410",-826
2021/09/15 9:14:33,小型期09,1,"17,415","17,399",-876
2021/09/15 9:09:16,小型期09,1,"17,400","17,415",-826
2021/09/15 9:05:47,小型期09,1,"17,420","17,410",-576
2021/09/15 9:02:27,小型期09,1,"17,400","17,420","-1,076"
2021/09/15 8:59:14,小型期09,1,"17,425","17,410",-826
2021/09/15 1:05:22,小型期09,1,"17,445","17,425","-1,076"
2021/09/14 23:38:29,小型期09,1,"17,430","17,444",-776
2021/09/14 21:56:10,小型期09,1,"17,460","17,430","-1,576"
2021/09/14 20:32:25,小型期09,1,"17,430","17,460","-1,576"
2021/09/14 16:38:00,小型期09,1,"17,478","17,440","1,824"
2021/09/14 12:58:25,小型期09,1,"17,485","17,495",-576
2021/09/14 12:51:35,小型期09,1,"17,478","17,485",274
2021/09/14 11:52:17,小型期09,1,"17,470","17,480",-576
2021/09/14 11:14:36,小型期09,1,"17,465","17,474",-526
2021/09/14 11:03:19,小型期09,1,"17,470","17,463",-426
2021/09/14 11:01:09,小型期09,1,"17,465","17,465",-76
2021/09/14 10:54:59,小型期09,1,"17,525","17,475","2,423"
2021/09/14 9:41:07,小型期09,1,"17,540","17,530",-578
2021/09/14 9:39:10,小型期09,1,"17,535","17,540",-328
2021/09/14 9:27:38,小型期09,1,"17,540","17,530",-578
2021/09/14 9:26:50,小型期09,1,"17,541","17,540",-28
2021/09/13 16:05:48,小型期09,1,"17,462","17,475",-726
2021/09/13 15:02:38,小型期09,1,"17,450","17,470","-1,076"
2021/09/13 11:57:55,小型期09,1,"17,465","17,455",-576
2021/09/13 11:54:34,小型期09,1,"17,465","17,465",-76
2021/09/13 11:35:13,小型期09,1,"17,475","17,460",-826
2021/09/13 11:29:51,小型期09,1,"17,466","17,470",-276
2021/09/13 11:20:16,小型期09,1,"17,460","17,460",-76
2021/09/13 10:44:14,小型期09,1,"17,461","17,471",-576
2021/09/13 10:39:41,小型期09,1,"17,460","17,469",-526
2021/09/13 10:30:33,小型期09,1,"17,440","17,444",-276
2021/09/13 10:06:38,小型期09,1,"17,410","17,410",-76
2021/09/13 10:01:26,小型期09,1,"17,395","17,411",-876
2021/09/13 9:57:02,小型期09,1,"17,409","17,402",-426
2021/09/13 9:54:28,小型期09,1,"17,385","17,412","-1,426"
2021/09/13 9:46:45,小型期09,1,"17,400","17,385",-826
2021/09/13 9:45:27,小型期09,1,"17,400","17,401",-126
2021/09/13 9:34:02,小型期09,1,"17,470","17,410","2,924"
2021/09/11 2:32:29,小型期09,1,"17,445","17,426","-1,026"
2021/09/10 22:31:14,小型期09,1,"17,465","17,445","-1,076"
2021/09/10 15:01:36,小型期09,1,"17,469","17,464",174
2021/09/10 13:24:35,小型期09,1,"17,470","17,470",-76
2021/09/10 13:04:35,小型期09,1,"17,455","17,455",-76
2021/09/10 10:30:56,小型期09,1,"17,440","17,460","-1,076"
2021/09/10 10:26:58,小型期09,1,"17,410","17,440","1,424"
2021/09/10 10:16:03,小型期09,1,"17,375","17,396","-1,126"
2021/09/10 9:56:52,小型期09,1,"17,370","17,375",174
2021/09/10 9:50:13,小型期09,1,"17,350","17,370","-1,076"
2021/09/10 9:39:48,小型期09,1,"17,340","17,338",24
2021/09/10 9:28:08,小型期09,1,"17,321","17,342","-1,126"
2021/09/10 9:25:15,小型期09,1,"17,330","17,332",-176
2021/09/10 9:02:42,小型期09,1,"17,317","17,315",24
2021/09/10 8:46:11,小型期09,1,"17,310","17,315",-326
2021/09/09 23:26:53,小型期09,1,"17,305","17,305",-76
2021/09/09 19:48:02,小型期09,1,"17,290","17,304",-776
2021/09/09 17:30:23,小型期09,1,"17,271","17,285",-776
2021/09/09 17:02:12,小型期09,1,"17,270","17,271",-26
2021/09/09 15:51:27,小型期09,1,"17,260","17,270",-576
2021/09/09 15:38:38,小型期09,1,"17,275","17,260",-826
2021/09/09 15:15:01,小型期09,1,"17,245","17,262",-926
2021/09/09 13:27:28,小型期09,1,"17,231","17,250","-1,026"
2021/09/09 13:14:22,小型期09,1,"17,270","17,231","1,874"
2021/09/09 10:47:07,小型期09,1,"17,280","17,280",-76
2021/09/09 10:42:36,小型期09,1,"17,285","17,280",-326
2021/09/09 10:38:54,小型期09,1,"17,271","17,285",-776
2021/09/09 10:31:22,小型期09,1,"17,250","17,270","-1,076"
2021/09/09 10:27:48,小型期09,1,"17,245","17,250",-326
2021/09/09 10:00:53,小型期09,1,"17,215","17,211",124
2021/09/08 22:20:39,小型期09,1,"17,215","17,230",-826
2021/09/08 17:54:54,小型期09,1,"17,200","17,181",874
2021/09/08 13:00:16,小型期09,1,"17,200","17,200",-76
2021/09/08 12:03:36,小型期09,1,"17,285","17,235","2,424"
2021/09/08 11:15:16,小型期09,1,"17,285","17,295",-576
2021/09/08 11:09:14,小型期09,1,"17,285","17,295",-576
2021/09/08 10:59:49,小型期09,1,"17,305","17,305",-76
2021/09/08 10:48:54,小型期09,1,"17,295","17,305",-576
2021/09/08 10:46:52,小型期09,1,"17,285","17,295",-576
2021/09/08 10:42:57,小型期09,1,"17,295","17,295",-76
2021/09/08 10:28:45,小型期09,1,"17,360","17,330","1,424"
2021/09/07 10:03:09,小型期09,1,"17,490","17,391","4,874"
2021/09/07 9:03:57,小型期09,1,"17,490","17,505",-827
2021/09/06 13:32:34,小型期09,1,"17,538","17,478","2,923"
2021/09/06 12:20:56,小型期09,1,"17,580","17,565",-828
2021/09/06 11:34:44,小型期09,1,"17,520","17,535",-828
2021/09/06 11:26:11,小型期09,1,"17,540","17,519","-1,128"
2021/09/06 10:41:28,小型期09,1,"17,459","17,520","2,973"
2021/09/06 9:18:51,小型期09,1,"17,483","17,449","-1,776"
2021/09/06 9:09:40,小型期09,1,"17,480","17,460","-1,076"
2021/09/03 23:32:49,小型期09,1,"17,490","17,490",-76
2021/09/03 19:24:46,小型期09,1,"17,500","17,490",423
2021/09/03 13:25:20,小型期09,1,"17,515","17,515",-78
2021/09/03 12:50:05,小型期09,1,"17,510","17,525",-828
2021/09/03 12:38:10,小型期09,1,"17,515","17,525",-578
2021/09/03 12:21:23,小型期09,1,"17,505","17,516",-628
2021/09/03 12:04:20,小型期09,1,"17,498","17,511",-727
2021/09/03 11:56:50,小型期09,1,"17,510","17,511",-128
2021/09/03 11:28:43,小型期09,1,"17,510","17,510",-78
2021/09/03 11:21:53,小型期09,1,"17,516","17,516",-78
2021/09/03 11:00:47,小型期09,1,"17,524","17,523",-128
2021/09/03 1:49:50,小型期09,1,"17,378","17,378",-76
2021/09/02 13:38:49,小型期09,1,"17,305","17,304",-26
2021/09/02 13:25:00,小型期09,1,"17,300","17,311",-626
2021/09/02 13:16:33,小型期09,1,"17,314","17,300",-776
2021/09/02 13:09:03,小型期09,1,"17,290","17,303",-726
2021/09/02 13:04:37,小型期09,1,"17,330","17,310","-1,076"
2021/09/02 13:01:30,小型期09,1,"17,315","17,325",-576
2021/09/02 12:54:46,小型期09,1,"17,325","17,315",-576
2021/09/02 12:46:13,小型期09,1,"17,315","17,325",-576
2021/09/02 12:43:45,小型期09,1,"17,355","17,330","1,174"
2021/09/02 12:06:13,小型期09,1,"17,365","17,365",-76
2021/09/02 11:53:38,小型期09,1,"17,365","17,365",-76
2021/09/02 11:45:24,小型期09,1,"17,370","17,370",-76
2021/09/02 11:43:49,小型期09,1,"17,355","17,365",-576
2021/09/02 11:35:31,小型期09,1,"17,350","17,351",-26
2021/09/02 11:28:59,小型期09,1,"17,335","17,345",-576
2021/09/02 11:25:16,小型期09,1,"17,310","17,325",-826
2021/09/02 11:20:32,小型期09,1,"17,280","17,300","-1,076"
2021/09/02 9:54:00,小型期09,1,"17,440","17,446",224
2021/09/01 12:57:19,小型期09,1,"17,412","17,480","3,324"
2021/09/01 10:36:22,小型期09,1,"17,435","17,419",-876
2021/09/01 10:27:47,小型期09,1,"17,445","17,434",-626
2021/09/01 10:17:21,小型期09,1,"17,430","17,429",-126
2021/09/01 9:23:43,小型期09,1,"17,450","17,431","-1,026"
2021/09/01 9:15:24,小型期09,1,"17,440","17,420","-1,076"
2021/09/01 8:55:10,小型期09,1,"17,400","17,373","-1,426"
2021/08/31 18:57:38,小型期09,1,"17,147","17,401","12,624"
