成交時間,新倉時間,商品名稱,口數,新倉價,平倉價,平倉損益淨額,UUID
2021-08-18 11:13:46,2021-08-18 11:04:37,小型期09,1,16524,16539,-826,4fde460c49314d78
2021-08-18 11:00:13,2021-08-18 10:45:27,小型期09,1,16510,16527,-926,6ade8912fe034d8b
2021-08-18 10:44:49,2021-08-18 10:44:16,小型期09,1,16510,16525,-826,07b827740e5d4d8f
2021-08-18 10:42:09,2021-08-18 10:41:32,小型期09,1,16510,16521,-626,36ae34a4fbbd4eb3
2021-08-18 10:35:15,2021-08-18 10:26:48,小型期09,1,16461,16485,-1274,f5d3596504984b01
2021-08-18 10:24:04,2021-08-18 10:22:57,小型期09,1,16425,16444,-1024,df8fe9741e5940aa
2021-08-18 10:20:27,2021-08-18 10:18:40,小型期09,1,16405,16422,-924,f6bc6c201bc34b9d
2021-08-18 10:16:59,2021-08-18 09:34:57,小型期09,1,16390,16410,-1074,906ce83e313f455d
2021-08-18 09:32:44,2021-08-18 09:18:52,小型期09,1,16415,16415,-74,858d7d1f55cb4b75
2021-08-18 09:12:16,2021-08-18 09:09:47,小型期09,1,16390,16412,-1174,5ff505c957254f4d
