成交時間,新倉時間,商品名稱,口數,新倉價,平倉價,平倉損益淨額,UUID
2021-09-17 09:06:48,2021-09-17 08:49:18,小型期10,1,17240,17240,-76,3ee9a8b373114528
2021-09-17 08:48:26,2021-09-17 08:47:11,小型期10,1,17255,17235,-1076,bc4fc651d5ad47a2
2021-09-16 11:59:49,2021-09-16 11:49:06,小型期10,1,17220,17202,-976,49e3bedc4a9343ec
2021-09-16 10:56:39,2021-09-16 10:52:25,小型期10,1,17260,17241,-1026,ea9bf5e30c8448fe
2021-09-16 10:56:39,2021-09-16 10:52:25,小型期10,1,17260,17241,-1026,86ae3a715b434905
2021-09-16 10:56:39,2021-09-16 10:45:11,小型期10,1,17245,17241,-276,ea9bf5e30c8448fe
2021-09-16 10:56:39,2021-09-16 10:45:11,小型期10,1,17245,17241,-276,86ae3a715b434905
2021-09-16 10:42:00,2021-09-16 10:20:49,小型期10,1,17235,17235,-76,ff499bca9e7948d1
2021-09-16 10:20:47,2021-09-16 10:05:43,小型期10,1,17240,17235,174,508279e715c84181
2021-09-16 10:05:32,2021-09-16 10:03:55,小型期10,1,17255,17235,-1076,89a68da520b54c79
2021-09-16 10:03:28,2021-09-16 09:10:53,小型期10,1,17351,17250,4974,8ed10f45c8144066
2021-09-16 10:02:00,2021-09-16 09:09:26,小型期10,1,17350,17250,4924,44216843704445e2
2021-09-16 09:09:59,2021-09-16 08:47:29,小型期10,1,17330,17360,-1576,cc146f8d8b534484
2021-09-16 01:31:40,2021-09-15 15:04:36,小型期10,1,17335,17335,-76,9251804e8cd74a74
2021-09-15 12:29:09,2021-09-15 11:15:24,小型期09,1,17373,17350,-1226,96746960612b4a87
2021-09-15 11:42:30,2021-09-15 10:59:42,小型期09,1,17363,17360,-226,0fca86d063d447fd
2021-09-15 11:02:40,2021-09-15 10:20:28,小型期09,1,17356,17360,124,c70d53678b2a4bb3
2021-09-15 10:56:05,2021-09-15 10:07:30,小型期09,1,17295,17350,2674,2deff89dc5f04955
2021-09-15 10:03:02,2021-09-15 09:55:52,小型期09,1,17310,17300,-576,e68964291ca64f8a
2021-09-15 09:51:43,2021-09-15 09:50:46,小型期09,1,17315,17305,-576,bf5fe22d1bdc4407
2021-09-15 09:50:42,2021-09-15 09:44:39,小型期09,1,17305,17315,-576,8c15285cd97149f9
2021-09-15 09:43:08,2021-09-15 09:42:56,小型期09,1,17335,17326,-526,80f9f7bf7fa544f3
2021-09-15 09:42:46,2021-09-15 09:40:20,小型期09,1,17325,17340,-826,c1020157a2fb4376
2021-09-15 09:39:32,2021-09-15 09:38:39,小型期09,1,17325,17340,-826,9c9f9bed39f84163
2021-09-15 09:38:12,2021-09-15 09:37:08,小型期09,1,17337,17330,-426,6289bc39e09042f5
2021-09-15 09:36:36,2021-09-15 09:22:24,小型期09,1,17395,17345,2424,2c0b06cd40b44ed6
2021-09-15 09:19:28,2021-09-15 09:17:14,小型期09,1,17395,17410,-826,6ea3b6f9d7934921
2021-09-15 09:14:33,2021-09-15 09:10:56,小型期09,1,17415,17399,-876,b229cf79393b4d5d
2021-09-15 09:09:16,2021-09-15 09:06:50,小型期09,1,17400,17415,-826,aca7dbd32df04601
2021-09-15 09:05:47,2021-09-15 09:04:37,小型期09,1,17420,17410,-576,ba42181690214005
2021-09-15 09:02:27,2021-09-15 09:00:23,小型期09,1,17400,17420,-1076,7732c424383d494b
2021-09-15 08:59:14,2021-09-15 08:54:45,小型期09,1,17425,17410,-826,40ec658d35534fe9
2021-09-15 01:05:22,2021-09-14 23:38:31,小型期09,1,17445,17425,-1076,278f94ee76ea4b50
2021-09-14 23:38:29,2021-09-14 21:58:45,小型期09,1,17430,17444,-776,3de2aeeb1ef44b66
2021-09-14 21:56:10,2021-09-14 20:33:31,小型期09,1,17460,17430,-1576,e2626fa384a64d8b
2021-09-14 20:32:25,2021-09-14 20:30:00,小型期09,1,17430,17460,-1576,d3634a390e2343ba
2021-09-14 16:38:00,2021-09-14 13:04:21,小型期09,1,17478,17440,1824,cc3cfa4e7b004f63
2021-09-14 12:58:25,2021-09-14 12:51:44,小型期09,1,17485,17495,-576,1a89db0579484d9c
2021-09-14 12:51:35,2021-09-14 11:52:25,小型期09,1,17478,17485,274,e1326a88154748ba
2021-09-14 11:52:17,2021-09-14 11:14:55,小型期09,1,17470,17480,-576,7fcb9515cb1e466a
2021-09-14 11:14:36,2021-09-14 11:03:32,小型期09,1,17465,17474,-526,94134cc40d9148f5
2021-09-14 11:03:19,2021-09-14 11:02:09,小型期09,1,17470,17463,-426,9fb427ba1e894229
2021-09-14 11:01:09,2021-09-14 10:59:08,小型期09,1,17465,17465,-76,e13a7888b0294fe1
2021-09-14 10:54:59,2021-09-14 09:42:09,小型期09,1,17525,17475,2423,9de844be6bc44aee
2021-09-14 09:41:07,2021-09-14 09:39:18,小型期09,1,17540,17530,-578,4c726e6266774bdd
2021-09-14 09:27:38,2021-09-14 09:27:09,小型期09,1,17540,17530,-578,e87a3d135383466b
2021-09-14 09:26:50,2021-09-14 08:46:00,小型期09,1,17541,17540,-28,57f51d61412f4e75
2021-09-13 16:05:48,2021-09-13 15:05:19,小型期09,1,17462,17475,-726,d629b5beb12c4089
2021-09-13 15:02:38,2021-09-13 11:58:31,小型期09,1,17450,17470,-1076,ebf5aedc025947aa
2021-09-13 11:57:55,2021-09-13 11:55:09,小型期09,1,17465,17455,-576,c8c5d38615e8499c
2021-09-13 11:54:34,2021-09-13 11:39:10,小型期09,1,17465,17465,-76,69da9029d1d148c6
2021-09-13 11:35:13,2021-09-13 11:30:05,小型期09,1,17475,17460,-826,f35d5f5d8c9c42ee
2021-09-13 11:29:51,2021-09-13 11:27:51,小型期09,1,17466,17470,-276,cf47f9cf85544fd7
2021-09-13 11:20:16,2021-09-13 10:45:44,小型期09,1,17460,17460,-76,f2e93abe37fc4eed
2021-09-13 10:44:14,2021-09-13 10:41:56,小型期09,1,17461,17471,-576,94cc37e8f8eb41fa
2021-09-13 10:39:41,2021-09-13 10:34:11,小型期09,1,17460,17469,-526,5bbe95d7263b4fb9
2021-09-13 10:30:33,2021-09-13 10:19:19,小型期09,1,17440,17444,-276,b3225a2815984d95
2021-09-13 10:06:38,2021-09-13 10:02:29,小型期09,1,17410,17410,-76,29702287f5b2427a
2021-09-13 10:01:26,2021-09-13 09:57:47,小型期09,1,17395,17411,-876,6f42ef4b42c342c1
2021-09-13 09:57:02,2021-09-13 09:54:42,小型期09,1,17409,17402,-426,62c113204b404311
2021-09-13 09:54:28,2021-09-13 09:46:48,小型期09,1,17385,17412,-1426,ba1544cff7c34375
2021-09-13 09:46:45,2021-09-13 09:46:16,小型期09,1,17400,17385,-826,d4ae48385d244393
2021-09-13 09:45:27,2021-09-13 09:34:53,小型期09,1,17400,17401,-126,0466fb6c98a14e28
2021-09-13 09:34:02,2021-09-13 08:51:53,小型期09,1,17470,17410,2924,74ec49696bef4b87
2021-09-11 02:32:29,2021-09-10 23:53:40,小型期09,1,17445,17426,-1026,5ee6f79b6cd54af8
2021-09-10 22:31:14,2021-09-10 15:01:46,小型期09,1,17465,17445,-1076,66ccdcd50cba489c
2021-09-10 15:01:36,2021-09-10 13:30:16,小型期09,1,17469,17464,174,849861288eef4e3f
2021-09-10 13:24:35,2021-09-10 13:08:26,小型期09,1,17470,17470,-76,0159a1d2996c42e5
2021-09-10 13:04:35,2021-09-10 10:31:27,小型期09,1,17455,17455,-76,03b6b4e38f964a43
2021-09-10 10:30:56,2021-09-10 10:27:19,小型期09,1,17440,17460,-1076,c7f5f291cac4411c
2021-09-10 10:26:58,2021-09-10 10:19:16,小型期09,1,17410,17440,1424,b411a11fd96541f6
2021-09-10 10:16:03,2021-09-10 09:57:38,小型期09,1,17375,17396,-1126,c61e8e1929f84687
2021-09-10 09:56:52,2021-09-10 09:50:57,小型期09,1,17370,17375,174,2f9da3cb2fa44a3a
2021-09-10 09:50:13,2021-09-10 09:40:31,小型期09,1,17350,17370,-1076,f6fa6ee16e5e4c29
2021-09-10 09:39:48,2021-09-10 09:28:48,小型期09,1,17340,17338,24,3b012b7d13dd4fc4
2021-09-10 09:28:08,2021-09-10 09:25:40,小型期09,1,17321,17342,-1126,3a50b3528df949ad
2021-09-10 09:25:15,2021-09-10 09:05:40,小型期09,1,17330,17332,-176,aa3ad954edb445ca
2021-09-10 09:02:42,2021-09-10 08:56:32,小型期09,1,17317,17315,24,4116f984a08243d1
2021-09-10 08:46:11,2021-09-09 23:34:00,小型期09,1,17310,17315,-326,5b763abaa6844e4e
2021-09-09 23:26:53,2021-09-09 19:48:50,小型期09,1,17305,17305,-76,d58457324b4b4e16
2021-09-09 19:48:02,2021-09-09 17:39:56,小型期09,1,17290,17304,-776,d4f96391ab0e4e5e
2021-09-09 17:30:23,2021-09-09 17:02:40,小型期09,1,17271,17285,-776,2befebf2bd554cff
2021-09-09 17:02:12,2021-09-09 15:51:27,小型期09,1,17270,17271,-26,9b7e3a087f4e41f4
2021-09-09 15:51:27,2021-09-09 15:40:03,小型期09,1,17260,17270,-576,615ccfa337e04fdd
2021-09-09 15:51:27,2021-09-09 15:40:03,小型期09,1,17260,17270,-576,0e3c230d3e8749ef
2021-09-09 15:38:38,2021-09-09 15:20:00,小型期09,1,17275,17260,-826,d5967fe21c6d4c75
2021-09-09 15:15:01,2021-09-09 13:28:58,小型期09,1,17245,17262,-926,c891b48f7931460d
2021-09-09 13:27:28,2021-09-09 13:21:51,小型期09,1,17231,17250,-1026,d67cdf574e224e5f
2021-09-09 13:14:22,2021-09-09 10:47:32,小型期09,1,17270,17231,1874,2104c1e3cc9144dd
2021-09-09 10:47:07,2021-09-09 10:42:42,小型期09,1,17280,17280,-76,df991c4f39be4af2
2021-09-09 10:42:36,2021-09-09 10:39:03,小型期09,1,17285,17280,-326,218290447baf4932
2021-09-09 10:38:54,2021-09-09 10:36:00,小型期09,1,17271,17285,-776,13c985b8e689404c
2021-09-09 10:31:22,2021-09-09 10:29:55,小型期09,1,17250,17270,-1076,456eab8e3f8540b7
2021-09-09 10:27:48,2021-09-09 10:15:46,小型期09,1,17245,17250,-326,c517b18b854a4c9b
2021-09-09 10:00:53,2021-09-08 22:28:23,小型期09,1,17215,17211,124,cc76b97a8b684685
2021-09-08 22:20:39,2021-09-08 22:16:42,小型期09,1,17215,17230,-826,4a848941e61c4181
2021-09-08 17:54:54,2021-09-08 15:05:00,小型期09,1,17200,17181,874,842ebf7900434942
2021-09-08 13:00:16,2021-09-08 12:44:48,小型期09,1,17200,17200,-76,ca837a39ad4f4dca
2021-09-08 12:03:36,2021-09-08 11:17:52,小型期09,1,17285,17235,2424,887229e5dc0e4dc3
2021-09-08 11:15:16,2021-09-08 11:09:38,小型期09,1,17285,17295,-576,683ff57b08df4c8a
2021-09-08 11:09:14,2021-09-08 11:08:07,小型期09,1,17285,17295,-576,dfc6f13bf3f64ea6
2021-09-08 10:59:49,2021-09-08 10:49:08,小型期09,1,17305,17305,-76,619f450d34d84aef
2021-09-08 10:48:54,2021-09-08 10:48:34,小型期09,1,17295,17305,-576,4b34fabbae1c4bb9
2021-09-08 10:46:52,2021-09-08 10:46:14,小型期09,1,17285,17295,-576,318946be9af54baf
2021-09-08 10:42:57,2021-09-08 10:35:49,小型期09,1,17295,17295,-76,f9793b34b5bd4f6b
2021-09-08 10:28:45,2021-09-08 10:02:15,小型期09,1,17360,17330,1424,eb66fcfe9f4b4b1a
2021-09-07 10:03:09,2021-09-07 09:05:00,小型期09,1,17490,17391,4874,2070112d3dce43bb
2021-09-07 09:03:57,2021-09-07 09:02:10,小型期09,1,17490,17505,-827,dc9ced1fca854237
2021-09-06 13:32:34,2021-09-06 12:43:43,小型期09,1,17538,17478,2923,e100cd2bb2aa4d68
2021-09-06 12:20:56,2021-09-06 12:10:52,小型期09,1,17580,17565,-828,4e67f274dc9448cb
2021-09-06 11:34:44,2021-09-06 11:28:03,小型期09,1,17520,17535,-828,c8d04df6b3624083
2021-09-06 11:26:11,2021-09-06 11:18:36,小型期09,1,17540,17519,-1128,90e0f360b6de4b04
2021-09-06 10:41:28,2021-09-06 09:21:51,小型期09,1,17459,17520,2973,1e7e059471bc47b9
2021-09-06 09:18:51,2021-09-06 09:14:44,小型期09,1,17483,17449,-1776,45d0e3a1f22c49f7
2021-09-06 09:09:40,2021-09-06 08:50:34,小型期09,1,17480,17460,-1076,61bfd8d5a34048bd
2021-09-03 23:32:49,2021-09-03 22:23:54,小型期09,1,17490,17490,-76,f13c9e1cc6b348fb
2021-09-03 19:24:46,2021-09-03 13:32:27,小型期09,1,17500,17490,423,5b28a943392a4974
2021-09-03 13:25:20,2021-09-03 12:55:49,小型期09,1,17515,17515,-78,f667520c31254414
2021-09-03 12:50:05,2021-09-03 12:41:21,小型期09,1,17510,17525,-828,dec625995a114e4e
2021-09-03 12:38:10,2021-09-03 12:27:14,小型期09,1,17515,17525,-578,d303b5c0fca44c21
2021-09-03 12:21:23,2021-09-03 12:08:40,小型期09,1,17505,17516,-628,d22780fe24db4695
2021-09-03 12:04:20,2021-09-03 12:00:16,小型期09,1,17498,17511,-727,b6558db5dbfc402a
2021-09-03 11:56:50,2021-09-03 11:30:16,小型期09,1,17510,17511,-128,87b07fc183914b0d
2021-09-03 11:28:43,2021-09-03 11:22:52,小型期09,1,17510,17510,-78,70519b8a56ce411b
2021-09-03 11:21:53,2021-09-03 11:11:10,小型期09,1,17516,17516,-78,ff544488485f4f1d
2021-09-03 11:00:47,2021-09-03 10:47:34,小型期09,1,17524,17523,-128,f46c0069e9aa49c2
2021-09-03 01:49:50,2021-09-02 15:35:40,小型期09,1,17378,17378,-76,b6604ef90cf6470d
2021-09-02 13:38:49,2021-09-02 13:26:49,小型期09,1,17305,17304,-26,576ac997d2b844b6
2021-09-02 13:25:00,2021-09-02 13:16:43,小型期09,1,17300,17311,-626,2c66207390864eb6
2021-09-02 13:16:33,2021-09-02 13:09:28,小型期09,1,17314,17300,-776,75618bade27f4250
2021-09-02 13:09:03,2021-09-02 13:05:58,小型期09,1,17290,17303,-726,2b8e8f4b71cc474c
2021-09-02 13:04:37,2021-09-02 13:02:49,小型期09,1,17330,17310,-1076,6293e34054e64970
2021-09-02 13:01:30,2021-09-02 12:55:01,小型期09,1,17315,17325,-576,ebaf5f92197c4f6d
2021-09-02 12:54:46,2021-09-02 12:46:38,小型期09,1,17325,17315,-576,edc7b9d97a2f4908
2021-09-02 12:46:13,2021-09-02 12:45:41,小型期09,1,17315,17325,-576,9024099d713346cb
2021-09-02 12:43:45,2021-09-02 12:12:03,小型期09,1,17355,17330,1174,0d788543c4ae446b
2021-09-02 12:06:13,2021-09-02 11:56:00,小型期09,1,17365,17365,-76,2a6d15347c9e44d0
2021-09-02 11:53:38,2021-09-02 11:46:39,小型期09,1,17365,17365,-76,83ee85c866bd4180
2021-09-02 11:45:24,2021-09-02 11:44:08,小型期09,1,17370,17370,-76,eb1ee5b551c6421f
2021-09-02 11:43:49,2021-09-02 11:40:39,小型期09,1,17355,17365,-576,f9b37710a3ed4fc4
2021-09-02 11:35:31,2021-09-02 11:29:16,小型期09,1,17350,17351,-26,8823f8769e004561
2021-09-02 11:28:59,2021-09-02 11:28:01,小型期09,1,17335,17345,-576,069eb939152549b6
2021-09-02 11:25:16,2021-09-02 11:24:12,小型期09,1,17310,17325,-826,b294a1e9386e434a
2021-09-02 11:20:32,2021-09-02 11:19:36,小型期09,1,17280,17300,-1076,0024015e22e1433f
2021-09-02 09:54:00,2021-09-02 09:13:27,小型期09,1,17440,17446,224,a0aebc4d8e6a4e2c
2021-09-01 12:57:19,2021-09-01 10:37:40,小型期09,1,17412,17480,3324,850c577ae26b453c
2021-09-01 10:36:22,2021-09-01 10:34:14,小型期09,1,17435,17419,-876,995eb6fb8f704474
2021-09-01 10:27:47,2021-09-01 10:27:09,小型期09,1,17445,17434,-626,f474c7a956794502
2021-09-01 10:17:21,2021-09-01 09:55:18,小型期09,1,17430,17429,-126,14f4263a5eae4d6d
2021-09-01 09:23:43,2021-09-01 09:21:48,小型期09,1,17450,17431,-1026,f2663312ee9849ac
2021-09-01 09:15:24,2021-09-01 09:10:38,小型期09,1,17440,17420,-1076,871ca49165ac41a4
2021-09-01 08:55:10,2021-09-01 08:47:30,小型期09,1,17400,17373,-1426,b86efae04c3c4b5d
2021-08-31 18:57:38,2021-08-31 10:38:37,小型期09,1,17147,17401,12624,1fb563f64c504a9d
2021-08-31 10:31:30,2021-08-31 10:26:21,小型期09,1,17180,17170,-576,4446c4b24147406c
2021-08-31 10:12:06,2021-08-31 10:11:07,小型期09,1,17205,17195,-576,a140a0bdc3884694
2021-08-31 10:04:10,2021-08-31 09:50:17,小型期09,1,17205,17200,-326,947768162bda4ce8
2021-08-31 09:49:39,2021-08-31 09:37:22,小型期09,1,17225,17205,924,1605ff1206834e06
2021-08-31 09:35:53,2021-08-31 09:29:17,小型期09,1,17241,17250,-526,49ff65544bdf43bc
2021-08-31 09:28:02,2021-08-30 09:43:00,小型期09,1,17230,17260,1424,a52f57a596db4a86
2021-08-30 09:39:30,2021-08-30 09:26:45,小型期09,1,17250,17234,-876,8039c47eac374655
2021-08-30 09:24:54,2021-08-30 09:17:58,小型期09,1,17249,17228,-1126,568d0825618748f1
2021-08-30 09:14:53,2021-08-30 09:09:21,小型期09,1,17235,17235,-76,0111a422a2c94a3b
2021-08-30 09:08:57,2021-08-30 09:06:40,小型期09,1,17216,17230,-776,1e3ff26a1e0749e0
2021-08-30 09:06:23,2021-08-30 09:00:31,小型期09,1,17236,17216,-1076,1ff384e5911f403a
2021-08-30 08:59:02,2021-08-30 08:58:28,小型期09,1,17255,17234,-1126,a96f05ca06e34394
2021-08-30 08:54:07,2021-08-30 08:46:12,小型期09,1,17252,17251,-126,b42df870493d4507
2021-08-27 23:50:43,2021-08-27 23:44:16,小型期09,1,17280,17273,-426,4be3e2982fd14c4f
2021-08-27 23:29:33,2021-08-27 23:26:01,小型期09,1,17279,17271,-476,e2404e20761249c2
2021-08-27 23:22:54,2021-08-27 23:22:27,小型期09,1,17275,17272,-226,b73d17525ad741fa
2021-08-27 21:39:55,2021-08-27 20:16:33,小型期09,1,17210,17200,-576,0450f228e68946f5
2021-08-27 19:18:13,2021-08-27 15:05:33,小型期09,1,17200,17199,-126,0fec4efb27774892
2021-08-27 10:55:33,2021-08-27 08:47:12,小型期09,1,16930,17172,12024,7d81123b87a6481c
2021-08-27 08:46:03,2021-08-27 04:23:37,小型期09,1,16960,16920,-2076,72ad5f2f6091478e
2021-08-26 22:43:15,2021-08-26 12:12:45,小型期09,1,16910,16947,1774,d9d9513dc37243ac
2021-08-26 12:09:44,2021-08-26 12:02:47,小型期09,1,16910,16910,-76,0dcf6427a2af4624
2021-08-26 12:02:33,2021-08-26 11:53:22,小型期09,1,16925,16910,-826,437a7e1dfed14c85
2021-08-26 11:48:06,2021-08-26 11:40:14,小型期09,1,16920,16915,-326,c988e3c1864840b4
2021-08-26 11:38:29,2021-08-26 11:37:28,小型期09,1,16910,16921,-626,4f92f9f040574436
2021-08-26 11:35:21,2021-08-26 11:11:31,小型期09,1,16915,16920,-326,5f4e1e5a4f914e6b
2021-08-26 11:10:10,2021-08-26 10:50:19,小型期09,1,16930,16925,-326,dc08c71e8e0646da
2021-08-26 10:48:23,2021-08-26 09:56:46,小型期09,1,16980,16932,2324,4707b02df5b644ff
2021-08-26 09:56:38,2021-08-26 09:51:30,小型期09,1,17000,16980,-1076,33cb044560154e37
2021-08-26 09:49:15,2021-08-26 09:26:17,小型期09,1,16995,16985,424,b8b0d05a850540cd
2021-08-26 09:26:07,2021-08-26 09:25:29,小型期09,1,17010,16991,-1026,e600a1839d724107
2021-08-26 09:23:15,2021-08-26 09:22:24,小型期09,1,17010,16988,-1176,0fdc42dc15fb498b
2021-08-25 23:17:11,2021-08-25 13:30:12,小型期09,1,16960,17115,7674,c1b6fe2ce0644242
2021-08-25 13:29:48,2021-08-25 13:04:28,小型期09,1,16950,16961,-626,d0652174dd144741
2021-08-25 13:04:26,2021-08-25 12:55:59,小型期09,1,16945,16950,174,df7a61234caf4711
2021-08-25 12:51:17,2021-08-25 12:33:26,小型期09,1,16910,16929,-1026,d25a45dc39d84160
2021-08-25 12:22:40,2021-08-25 11:50:34,小型期09,1,16932,16940,-476,cf1f476dac114c80
2021-08-25 11:49:21,2021-08-25 11:47:09,小型期09,1,16940,16930,-576,3403b8c6553a4aa2
2021-08-25 11:46:30,2021-08-25 11:42:49,小型期09,1,16932,16942,-576,d3a9a7480a1a4517
2021-08-25 11:41:28,2021-08-25 11:20:35,小型期09,1,16930,16930,-76,45cb0e176ebd493a
2021-08-25 11:08:18,2021-08-25 10:47:28,小型期09,1,16890,16917,-1426,193a6157689c4ae2
2021-08-25 10:45:02,2021-08-25 10:18:45,小型期09,1,16895,16895,-76,4a8350f96a6a4ee9
2021-08-25 10:18:38,2021-08-25 10:12:51,小型期09,1,16904,16897,-426,4eef6b5e407f4215
2021-08-25 10:12:48,2021-08-25 10:07:23,小型期09,1,16881,16900,-1026,9f69f347b8e740cd
2021-08-25 10:04:31,2021-08-25 09:52:32,小型期09,1,16885,16885,-76,fb9a697e8a154725
2021-08-25 09:51:13,2021-08-25 09:42:05,小型期09,1,16900,16880,-1076,b25e5af4aab74408
2021-08-25 09:38:05,2021-08-25 09:36:52,小型期09,1,16870,16871,-26,1af17932e6e141f5
2021-08-25 09:33:41,2021-08-25 09:31:24,小型期09,1,16840,16879,-2026,cf5b8cec6d6a40d5
2021-08-25 09:29:16,2021-08-25 09:23:48,小型期09,1,16840,16855,-826,6dc899b7f8124e60
2021-08-25 09:21:31,2021-08-25 09:18:51,小型期09,1,16835,16852,-926,851f4c8e6de441d9
2021-08-25 09:18:02,2021-08-25 09:09:38,小型期09,1,16840,16840,-76,068ed3f48545418e
2021-08-25 09:08:26,2021-08-25 09:04:22,小型期09,1,16832,16835,74,a1f4bfa978df4c04
2021-08-25 09:02:21,2021-08-25 08:58:38,小型期09,1,16825,16808,-926,f435660bd15c4bf9
2021-08-25 08:58:20,2021-08-25 08:48:12,小型期09,1,16805,16825,-1076,ddd182f6a01347b4
2021-08-25 08:47:22,2021-08-25 08:46:58,小型期09,1,16790,16810,-1076,b89bd45bab5d4cc2
2021-08-24 16:18:18,2021-08-24 15:01:30,小型期09,1,16802,16785,-926,f3216ffc86694ede
2021-08-24 09:05:50,2021-08-23 21:57:11,小型期09,1,16735,16785,2424,23c438100b0849fb
2021-08-23 09:34:02,2021-08-23 08:57:02,小型期09,1,16424,16643,10875,ddb02d5a449c4c80
2021-08-21 00:32:04,2021-08-20 23:28:38,小型期09,1,16350,16350,-74,3a122b4b43e94969
2021-08-20 23:26:25,2021-08-20 22:51:13,小型期09,1,16341,16362,-1124,6e139f27186945bf
2021-08-20 22:51:11,2021-08-20 22:40:59,小型期09,1,16345,16341,-274,399edf224cb04e8e
2021-08-20 22:34:01,2021-08-20 22:28:11,小型期09,1,16335,16355,-1074,e0c35c81a6344d27
2021-08-20 22:22:09,2021-08-20 21:59:22,小型期09,1,16345,16345,-74,50d0262b27bb4d97
2021-08-20 20:36:02,2021-08-20 19:25:46,小型期09,1,16248,16280,-1674,e8c4b5a7bf0f498b
2021-08-20 17:36:29,2021-08-20 13:02:26,小型期09,1,16290,16260,1426,7ab077fece84449a
2021-08-20 13:01:16,2021-08-20 12:56:37,小型期09,1,16315,16295,-1074,82782d31aa684ccc
2021-08-20 12:56:18,2021-08-20 12:52:23,小型期09,1,16300,16315,-824,72fe64c73ba54657
2021-08-20 12:50:33,2021-08-20 12:48:31,小型期09,1,16295,16312,-924,4f2256c11a804f5f
2021-08-20 12:48:24,2021-08-20 12:47:59,小型期09,1,16304,16295,-524,5a854040a21e458f
2021-08-20 12:47:34,2021-08-20 12:46:30,小型期09,1,16285,16303,-974,0b407d83a9c04aa4
2021-08-20 12:44:12,2021-08-20 11:46:03,小型期09,1,16285,16285,-74,394676de47fd4e9c
2021-08-20 11:33:45,2021-08-20 11:11:51,小型期09,1,16300,16303,76,246f031eace24b19
2021-08-20 11:09:19,2021-08-20 10:28:05,小型期09,1,16290,16287,76,ce0a0dd055784e65
2021-08-20 10:27:05,2021-08-20 10:26:06,小型期09,1,16275,16295,-1074,3dbd98b6edf84f69
2021-08-20 10:23:48,2021-08-20 10:11:22,小型期09,1,16240,16290,2426,a6d6717d9ef547e3
2021-08-20 10:11:08,2021-08-20 10:09:34,小型期09,1,16220,16245,-1324,d41e71dc33a047a4
2021-08-20 10:01:03,2021-08-20 09:35:42,小型期09,1,16230,16208,1026,9db37437750144a6
2021-08-20 09:35:07,2021-08-20 09:30:41,小型期09,1,16244,16255,-624,51e5e28ae95b4fec
2021-08-20 09:27:37,2021-08-20 09:26:38,小型期09,1,16240,16262,-1174,240ec5c2d18e468b
2021-08-20 09:25:44,2021-08-20 09:22:55,小型期09,1,16250,16249,-24,63e899318f55441c
2021-08-20 09:21:45,2021-08-20 09:11:26,小型期09,1,16320,16270,2426,ae33da20c2164a3c
2021-08-20 09:08:13,2021-08-20 09:05:39,小型期09,1,16394,16362,-1674,ea67811cd7de4442
2021-08-20 08:57:27,2021-08-20 08:51:21,小型期09,1,16415,16385,-1574,b627e5c8a8c144a0
2021-08-19 22:50:51,2021-08-19 22:43:52,小型期09,1,16195,16195,-74,64d0f65d78d3400d
2021-08-19 17:28:14,2021-08-19 16:32:08,小型期09,1,16080,16089,-524,e0019bfc2cb84da7
2021-08-19 16:29:53,2021-08-19 16:18:21,小型期09,1,16080,16100,-1074,c82168528ab240de
2021-08-19 16:09:18,2021-08-19 15:55:45,小型期09,1,16145,16125,926,19f55088f08b4bcb
2021-08-19 15:47:39,2021-08-19 15:43:36,小型期09,1,16150,16170,-1074,9893b4c1cdf647ea
2021-08-19 12:23:56,2021-08-19 12:13:09,小型期09,1,16290,16291,-124,b2d70b3778bc4baa
2021-08-19 11:25:11,2021-08-19 11:23:53,小型期09,1,16340,16350,-574,c8619d08ef1e4fe8
2021-08-19 11:21:41,2021-08-19 11:18:53,小型期09,1,16340,16350,-574,2d1d1fcfde574a63
2021-08-19 11:14:30,2021-08-19 11:08:25,小型期09,1,16370,16370,-74,c000fe5cdcf64f25
2021-08-19 11:00:19,2021-08-19 10:54:34,小型期09,1,16410,16385,1176,362f6054b13d4eec
2021-08-19 10:53:17,2021-08-19 10:51:47,小型期09,1,16407,16425,-974,872d329d74914d0f
2021-08-19 10:47:27,2021-08-19 10:12:59,小型期09,1,16500,16422,3825,d826c691d10349eb
2021-08-19 10:08:05,2021-08-19 09:03:30,小型期09,1,16610,16504,5224,d09aca8b5b174bf7
2021-08-19 09:00:03,2021-08-19 08:51:54,小型期09,1,16640,16638,24,011c366a92864de8
2021-08-19 02:04:32,2021-08-18 22:09:10,小型期09,1,16690,16691,-126,48722169a2fe44aa
2021-08-18 22:00:02,2021-08-18 13:24:37,小型期09,1,16705,16705,-76,39b659c4b696482c
2021-08-18 13:10:55,2021-08-18 13:02:04,小型期09,1,16670,16700,-1576,2f63b9a7a1f042bf
2021-08-18 13:00:16,2021-08-18 12:43:21,小型期09,1,16670,16675,-326,469dc4e7c4b84e2e
2021-08-18 12:38:23,2021-08-18 12:31:24,小型期09,1,16655,16675,-1076,dcf7f39723e34cd4
2021-08-18 12:21:32,2021-08-18 12:13:19,小型期09,1,16610,16631,-1126,bf559ec1ea814d3b
2021-08-18 12:07:02,2021-08-18 11:56:30,小型期09,1,16590,16610,-1076,047c31126c214d7a
2021-08-18 11:49:57,2021-08-18 11:27:08,小型期09,1,16580,16580,-76,118bd2078c384652
2021-08-18 11:19:23,2021-08-18 11:17:49,小型期09,1,16555,16574,-1026,79614f0193e24f9a
